"Name","Edition","Platform","Format","Region","Now Playing","Backlogged","Ownership Status","Progress Status","Est. Value","Amt. Paid","Tags","Box/Case","Cart/Disc","Manual","Extras","Acquisition Type","Acquisition Source","Acquisition Date","Rating","Initial Release Date","Item Release Date","Added On","Genre"
"Atelier Lydie & Suelle: The Alchemists and the Mysterious Paintings DX","","Nintendo Switch","Digital (Nintendo eShop)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","4/22/2021","4/22/2021","9/23/2021","JRPG"
"Atelier Marie Remake: The Alchemist of Salburg","","Nintendo Switch","Physical (Unassigned)","NA","No","No","Owned","Finished","","$55.00","","","","","","Purchase","","","","7/13/2023","","9/20/2023","JRPG"
"Atelier Meruru: The Apprentice of Arland DX","","Nintendo Switch","Digital (Nintendo eShop)","NA","No","No","Owned","Finished","","","","","","","","Purchase","","","","9/20/2018","12/4/2018","12/27/2019","JRPG"
"Atelier Mysterious Trilogy Deluxe Pack","","Nintendo Switch","Digital (Nintendo eShop)","NA","No","Yes","Owned","Incomplete","","$68.00","","","","","","Purchase","","","","4/22/2021","4/22/2021","9/23/2021","Compilation"
"Atelier Resleriana The Red Alchemist & The White Guardian","","PlayStation 5","Physical (Unassigned)","NA","No","Yes","Owned","Incomplete","","$60.00","","","","","","Purchase","","10/3/2025","","","","11/11/2025",""
"Atelier Rorona: The Alchemist of Arland DX","","Nintendo Switch","Digital (Nintendo eShop)","NA","No","No","Owned","Finished","","","","","","","","Purchase","","","","9/20/2018","12/4/2018","12/27/2019","JRPG"
"Atelier Ryza 2: Lost Legends & the Secret Fairy","","Nintendo Switch","Physical (New)","NA","No","Yes","Owned","Incomplete","$39.70","$45.00","","X","X","X","X","Purchase","","","","12/2/2020","1/26/2021","7/12/2021","JRPG"
"Atelier Ryza 3: Alchemist of the End & the Secret Key","","Nintendo Switch","Physical (New)","NA","No","Yes","Owned","Incomplete","","$60.00","","X","X","X","X","Purchase","","","","","","7/5/2024","JRPG"
"Atelier Ryza: Ever Darkness & the Secret Hideout","","Nintendo Switch","Digital","NA","No","No","Owned","Finished","","$60.00","","","","","","Purchase","","","","9/26/2019","10/29/2019","11/30/2019","JRPG"
"Atelier Shallie: Alchemists of the Dusk Sea DX","","Nintendo Switch","Digital (Nintendo eShop)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","12/25/2019","1/14/2020","9/23/2021","JRPG"
"Atelier Sophie 2: The Alchemist of the Mysterious Dream","","Nintendo Switch","Physical (New)","NA","No","Yes","Owned","Incomplete","$40.82","$40.00","","X","X","X","X","Purchase","","","","2/24/2022","2/25/2022","7/26/2022","JRPG"
"Atelier Sophie: The Alchemist of the Mysterious Book DX","","Nintendo Switch","Digital (Nintendo eShop)","NA","No","No","Owned","Finished","","","","","","","","Purchase","","","","4/22/2021","4/22/2021","9/23/2021","JRPG"
"Atelier Totori: The Adventurer of Arland DX","","Nintendo Switch","Digital (Nintendo eShop)","NA","No","No","Owned","Finished","","$20.00","","","","","","Purchase","","","","9/20/2018","12/4/2018","12/12/2019","JRPG"
"AudioSurf","","PC / Windows","Digital (Steam)","NA","No","No","Owned","Incomplete","","","","","","","","Purchase","","","","2/15/2008","","7/3/2017","Rhythm"
"Axiom Verge","","Nintendo Switch","Digital (Nintendo eShop)","NA","No","No","Owned","Finished","","$8.00","","","","","","Purchase","","","","3/31/2015","10/5/2017","10/5/2021","Platform-adventure"
"Azure Striker Gunvolt","","Nintendo Switch","Digital","NA","No","No","Owned","Finished","","","","","","","","Purchase","","","","","","12/1/2023",""
"Azure Striker Gunvolt 2","","Nintendo Switch","Digital","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","","","12/1/2023",""
"Azure Striker Gunvolt: Striker Pack","","Nintendo Switch","Digital","NA","No","Yes","Owned","Incomplete","","$20.00","","","","","","Purchase","","","","8/25/2016","11/21/2017","12/1/2023","Compilation"
"Baba Is You","","Nintendo Switch","Digital (Nintendo eShop)","NA","No","Yes","Owned","Incomplete","","$10.00","","","","","","Purchase","","","","3/13/2019","3/13/2019","3/23/2021","Puzzle"
"The Baconing","","PC / Windows","Digital (Steam)","NA","No","No","Owned","Incomplete","","","","","","","","Purchase","","","","","","7/3/2017",""
"Bad Rats","","PC / Windows","Digital (Steam)","NA","No","No","Owned","Incomplete","","","","","","","","Purchase","","","","7/20/2016","","7/3/2017","Puzzle"
"Baldur's Gate","","Nintendo Switch","Digital (Nintendo eShop)","NA","No","No","Owned","Finished","","","","","","","","Purchase","","","","11/30/1998","","11/30/2021","RPG"
"Baldur's Gate II: Shadows of Amn","","Nintendo Switch","Digital (Nintendo eShop)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","9/24/2000","","11/30/2021","RPG"
"Baldur's Gate II: Throne of Bhaal","","Nintendo Switch","Digital (Nintendo eShop)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","6/21/2001","","11/30/2021","RPG"
"Baldur's Gate: Enhanced Edition / Baldur's Gate II: Enhanced Edition","","Nintendo Switch","Digital (Nintendo eShop)","NA","No","Yes","Owned","Incomplete","","$15.00","","","","","","Purchase","","","","","","11/30/2021","Compilation"
"Baldur's Gate: Siege of Dragonspear","","Nintendo Switch","Digital (Nintendo eShop)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","3/31/2016","","11/30/2021","RPG"
"Baldur's Gate: Tales of the Sword Coast","","Nintendo Switch","Digital (Nintendo eShop)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","5/4/1999","","11/30/2021","RPG"
"Banner of the Maid","","Nintendo Switch","Digital (Nintendo eShop)","NA","No","Yes","Owned","Incomplete","","$3.00","","","","","","Purchase","","","","","","6/12/2024",""
"Bastion","","Nintendo Switch","Digital (Nintendo eShop)","NA","No","No","Owned","Finished","","$2.30","","","","","","Purchase","","","","7/20/2011","9/13/2018","8/23/2020","Action RPG"
"Bastion","","PC / Windows","Digital (Steam)","NA","No","No","Owned","Incomplete","","","","","","","","Purchase","","","","7/20/2011","","7/3/2017","Action RPG"
"Baten Kaitos I & II HD Remaster","","Nintendo Switch","Digital (Nintendo eShop)","NA","No","Yes","Owned","Incomplete","","$50.00","","","","","","Purchase","","9/13/2023","","6/17/2024","","9/16/2023","Compilation"
"Battle Chasers: Nightwar","","Nintendo Switch","Physical (Unassigned)","NA","No","Yes","Owned","Incomplete","$14.01","","","","","","","Purchase","","","","10/3/2017","","6/7/2019","Tactical RPG"
"Battle Chef Brigade","","Nintendo Switch","Digital (Nintendo eShop)","NA","Yes","No","Owned","Finished","","","","","","","","Purchase","","","","11/20/2017","11/20/2017","2/21/2018",""
"Bayonetta","","Wii U","Physical (Unassigned)","NA","No","No","Owned","Finished","","","","","","","","Purchase","","","","10/29/2009","","4/29/2017","Hack and Slash (Action)"
"Bayonetta 2","","Wii U","Physical (Unassigned)","NA","No","No","Owned","Finished","","","","","","","","Purchase","","","","9/20/2014","2/19/2016","4/29/2017","Hack and Slash (Action)"
"Bayonetta 2 (Bundle)","","Wii U","Physical (Unassigned)","NA","No","No","Owned","Finished","$12.81","","","","","","","Purchase","","","","9/20/2014","10/24/2014","4/29/2017","Compilation"
"Bayonetta 3","","Nintendo Switch","Digital (Nintendo eShop)","NA","No","Yes","Owned","Incomplete","","$60.00","","","","","","Purchase","","","","10/28/2022","10/28/2022","11/21/2022","Hack and Slash (RPG)"
"Beyond Good & Evil HD","","PlayStation 3","Digital (PSN)","NA","No","No","Owned","Finished","","","","","","","","Purchase","","","","3/2/2011","6/28/2011","4/29/2017","Action-adventure"
"Big Brain Academy: Brain vs. Brain","","Nintendo Switch","Digital","NA","No","Yes","Owned","Incomplete","","$20.00","","","","","","Purchase","","1/9/2023","","12/3/2021","12/3/2021","2/16/2023","Educational"
"The Binding of Isaac","","PC / Windows","Digital (Steam)","NA","No","No","Owned","Incomplete","","","","","","","","Purchase","","","","9/28/2011","","7/3/2017","Multidirectional Shooter"
"BioShock 2: Minerva's Den","","PC / Windows","Digital (Steam)","NA","No","No","Owned","Incomplete","","","","","","","","Purchase","","","","8/23/2010","","7/5/2018","First-person Shooter"
"BioShock 2: Remastered","","PC / Windows","Digital (Steam)","NA","No","No","Owned","Incomplete","","","","","","","","Purchase","","","","9/12/2016","","7/5/2018","First-person Shooter"
"BioShock Infinite","","PC / Windows","Digital (Steam)","NA","No","No","Owned","Incomplete","","","","","","","","Purchase","","","","3/26/2013","","7/5/2018","First-person Shooter"
"BioShock Infinite: Burial at Sea","","PC / Windows","Digital (Steam)","NA","No","No","Owned","Incomplete","","","","","","","","Purchase","","","","11/12/2013","","7/5/2018",""
"BioShock Infinite: Clash in the Clouds","","PC / Windows","Digital (Steam)","NA","No","No","Owned","Incomplete","","","","","","","","Purchase","","","","7/30/2013","","7/5/2018",""
"BioShock: Remastered","","PC / Windows","Digital (Steam)","NA","No","No","Owned","Incomplete","","","","","","","","Purchase","","","","9/12/2016","","7/5/2018","First-person Shooter"
"BioShock: The Collection","","PC / Windows","Digital (Steam)","NA","No","No","Owned","Incomplete","","","","","","","","Purchase","","","","9/12/2016","","7/5/2018","Compilation"
"Biped","","PlayStation 4","Digital (PSN)","NA","No","Yes","Owned","Incomplete","","$4.00","","","","","","Purchase","","","","3/26/2020","4/8/2020","7/30/2024","Puzzle-platform"
"Blasphemous","","Nintendo Switch","Digital (Nintendo eShop)","NA","No","Yes","Owned","Incomplete","","$6.00","","","","","","Purchase","","","","9/10/2019","9/10/2019","5/28/2022","Platform-adventure"
"BlazBlue: Cross Tag Battle","","Nintendo Switch","Physical (Unassigned)","NA","No","No","Owned","Finished","$16.43","$50.00","","","","","","Purchase","","","","","","6/8/2018","Fighting"
"Bloodborne","","PlayStation 4","Physical (Unassigned)","NA","No","No","Owned","Finished","$14.16","","","","","","","Purchase","","","","3/24/2015","3/24/2015","4/29/2017","Action RPG"
"Blue Reflection","","PlayStation 4","Digital (PSN)","NA","No","Yes","Owned","Incomplete","","$30.00","","","","","","Purchase","","","","3/30/2017","11/7/2017","7/25/2020","JRPG"
"Blue Reflection: Second Light","","PlayStation 4","Physical (New)","NA","No","Yes","Owned","Incomplete","$59.80","$45.00","","X","X","X","X","Purchase","","","","10/21/2021","11/9/2021","3/22/2022","JRPG"
"Borderlands 2","","PC / Windows","Digital (Steam)","NA","No","No","Owned","Finished","","","","","","","","Purchase","","","","9/18/2012","","7/2/2018","Action RPG"
"Borderlands 2: Captain Scarlett and Her Pirate's Booty","","PC / Windows","Digital (Steam)","NA","No","No","Owned","Incomplete","","","","","","","","Purchase","","","","10/16/2012","","7/2/2018","Action RPG"
"Borderlands 2: Creature Slaughter Dome","","PC / Windows","Digital (Steam)","NA","No","No","Owned","Incomplete","","","","","","","","Purchase","","","","","","7/2/2018","Action RPG"
"Borderlands 2: Game of the Year Edition","","PC / Windows","Digital (Steam)","NA","No","No","Owned","Incomplete","","","","","","","","Purchase","","","","10/8/2013","","7/2/2018","Compilation"
"Borderlands 2: Mister Torgue's Campaign of Carnage","","PC / Windows","Digital (Steam)","NA","No","No","Owned","Incomplete","","","","","","","","Purchase","","","","11/20/2012","","7/2/2018","Action RPG"
"Borderlands 2: Sir Hammerlock's Big Game Hunt","","PC / Windows","Digital (Steam)","NA","No","No","Owned","Incomplete","","","","","","","","Purchase","","","","1/15/2013","","7/2/2018","Action RPG"
"Borderlands 2: Tiny Tina's Assault on Dragon Keep","","PC / Windows","Digital (Steam)","NA","No","No","Owned","Incomplete","","","","","","","","Purchase","","","","6/25/2013","","7/2/2018","Action RPG"
"Borderlands 2: Ultimate Vault Hunter's Upgrade Pack","","PC / Windows","Digital (Steam)","NA","No","No","Owned","Incomplete","","","","","","","","Purchase","","","","4/2/2013","","7/2/2018",""
"BoxBoy!","","Nintendo 3DS","Digital (Nintendo eShop)","NA","No","No","Owned","Finished","","$3.00","","","","","","Purchase","","","","1/14/2015","4/2/2015","11/25/2018","Platformer"
"Boyfriend Dungeon","","Nintendo Switch","Digital (Nintendo eShop)","NA","No","No","Owned","Finished","","$20.00","","","","","","Purchase","","","","8/11/2021","8/11/2021","9/6/2021","Action RPG"
"Bravely Default","","Nintendo 3DS","Physical (Unassigned)","NA","No","No","Owned","Finished","$19.99","","","","","","","Purchase","","","","12/5/2013","2/7/2014","4/22/2017","JRPG"
"Bravely Default II","","Nintendo Switch","Digital (Nintendo eShop)","NA","No","No","Owned","Finished","","$60.00","","","","","","Purchase","","","","2/26/2021","2/26/2021","3/23/2021","JRPG"
"Bravely Second: End Layer","","Nintendo 3DS","Physical (Used)","NA","No","Yes","Owned","Incomplete","$21.75","$0.00","","X","X","X","X","Purchase","","","","4/23/2015","4/15/2016","6/18/2018","JRPG"
"Bug Fables: The Everlasting Sapling","","Nintendo Switch","Digital (Nintendo eShop)","NA","No","No","Owned","Finished","","$25.00","","","","","","Purchase","","","","11/21/2019","","6/15/2020","RPG"
"Bugsnax","","PlayStation 5","Digital (PSN)","NA","No","No","Owned","Finished","","$0.00","","","","","","Purchase","","","","11/12/2020","11/12/2020","11/30/2020","Action-adventure"
"Caligula Effect: Overdose","","Nintendo Switch","Digital (Nintendo eShop)","NA","No","Yes","Owned","Incomplete","","$6.00","","","","","","Purchase","","","","5/17/2018","","11/3/2021","RPG"
"Castlevania Requiem: Symphony of the Night & Rondo of Blood","","PlayStation 4","Digital (PSN)","NA","No","No","Owned","Finished","","$8.00","","","","","","Purchase","","","","","","9/6/2021","Compilation"
"Castlevania: Rondo of Blood","","PlayStation 4","Digital (PSN)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","10/29/1993","","9/6/2021","Platformer"
"Castlevania: Symphony of the Night","","PlayStation 4","Digital (PSN)","NA","No","No","Owned","Incomplete","","","","","","","","Purchase","","","","3/20/1997","","9/6/2021","Platform-adventure"
"Catherine","","PlayStation 3","Digital (PSN)","NA","No","No","Owned","Finished","","","","","","","","Purchase","","","","2/17/2011","2/7/2012","4/29/2017","Puzzle"
"Cave Story+","","PC / Windows","Digital (Steam)","NA","No","No","Owned","Incomplete","","","","","","","","Purchase","","","","11/22/2011","","7/3/2017","Platform-adventure"
"Celeste","","Nintendo Switch","Digital (Nintendo eShop)","NA","No","No","Owned","Finished","","$13.00","","","","","","Purchase","","","","1/25/2018","1/25/2018","6/23/2019","Platformer"
"Chained Echoes","","Nintendo Switch","Digital","NA","No","Yes","Owned","Incomplete","","$12.00","","","","","","Purchase","","","","12/8/2022","12/8/2022","12/31/2025","RPG"
"Chaos;Child","","Nintendo Switch","Physical (Unassigned)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","12/18/2014","","7/27/2023","Visual Novel"
"Chaos;Head Noah","","Nintendo Switch","Physical (Unassigned)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","2/26/2009","","7/27/2023","Visual Novel"
"Chaos;Head Noah / Chaos;Child Double Pack","","Nintendo Switch","Physical (Unassigned)","NA","No","Yes","Owned","Incomplete","","$20.00","","","","","","Purchase","","","","2/24/2022","10/7/2022","7/27/2023","Compilation"
"Chicory: A Colorful Tale","","Nintendo Switch","Digital","NA","No","Yes","Owned","Incomplete","","$14.00","","","","","","Purchase","","","","6/10/2021","","6/29/2022",""
"Child of Light","","Nintendo Switch","Physical (Unassigned)","NA","No","Yes","Owned","Incomplete","","$10.00","","","","","","Purchase","","","","4/29/2014","","11/25/2018","RPG"
"Chocobo's Mystery Dungeon EVERY BUDDY!","","Nintendo Switch","Digital (Nintendo eShop)","NA","No","Yes","Owned","Incomplete","","$27.00","","","","","","Purchase","","","","","","10/3/2019",""
"Citizen Sleeper","","Nintendo Switch","Digital","NA","No","Yes","Owned","Incomplete","","$6.00","","","","","","Purchase","","","","5/5/2022","5/5/2022","12/31/2024","Visual Novel"
"Citizens of Earth","","Wii U","Digital (Nintendo eShop)","NA","No","No","Owned","Incomplete","","","","","","","","Purchase","","","","1/20/2015","1/20/2015","4/29/2017","RPG"
"Clair Obscur: Expedition 33","","PlayStation 5","Digital","NA","No","No","Owned","Finished","","$52.00","","","","","","Purchase","","4/23/2025","","4/24/2025","4/24/2025","4/25/2025","Tactical RPG"
"Class of Heroes","","Nintendo Switch","Physical (Unassigned)","NA","No","Yes","Owned","Incomplete","","$20.00","","","","","","Purchase","","4/30/2024","","6/26/2008","","7/11/2024","Dungeon Crawler"
"Class of Heroes 2G","","Nintendo Switch","Physical (New)","NA","No","Yes","Owned","Incomplete","","$20.00","","X","X","X","X","Purchase","","4/30/2024","","7/22/2010","","7/11/2024","Dungeon Crawler"
"Code Vein","","PlayStation 4","Digital (PSN)","NA","No","Yes","Owned","Incomplete","","$20.00","","","","","","Purchase","","","","9/26/2019","9/27/2019","7/21/2021","Action RPG"
"Collar X Malice","","Nintendo Switch","Physical (Unassigned)","NA","No","Yes","Owned","Incomplete","$17.68","$30.00","","","","","","Purchase","","","","8/18/2016","6/25/2020","1/30/2023",""
"Contrast","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","$2.00","","","","","","Purchase","","","","11/15/2013","","6/11/2024","Puzzle-platform"
"Control","","PlayStation 4","Physical (Unassigned)","NA","No","No","Owned","Finished","$9.50","$30.00","","","","","","Purchase","","","","8/27/2019","8/27/2019","12/12/2019","Action-adventure"
"Cook, Serve, Delicious! 2!!","","Nintendo Switch","Digital (Nintendo eShop)","NA","No","Yes","Owned","Incomplete","","$6.00","","","","","","Purchase","","","","9/13/2017","4/10/2019","8/31/2019","Simulation"
"Crash Bandicoot 2: Cortex Strikes Back Remastered","","PlayStation 4","Digital (PlayStation Plus)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","6/30/2017","","1/8/2021","Platformer"
"Crash Bandicoot 3: Warped Remastered","","PlayStation 4","Digital (PlayStation Plus)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","6/30/2017","","1/8/2021","Platformer"
"Crash Bandicoot Remastered","","PlayStation 4","Digital (PlayStation Plus)","NA","No","No","Owned","Finished","","","","","","","","Purchase","","","","6/30/2017","","1/8/2021","Platformer"
"Crash Bandicoot: N-Sane Trilogy","","PlayStation 4","Digital (PlayStation Plus)","NA","No","Yes","Owned","Incomplete","","$0.00","","","","","","Purchase","","","","6/30/2017","6/30/2017","1/8/2021","Compilation"
"Crisis Core: Final Fantasy VII Reunion","","PlayStation 4","Physical (Unassigned)","NA","No","Yes","Owned","Incomplete","$17.68","$17.00","","","","","","Purchase","","3/21/2024","","12/13/2022","12/13/2022","3/22/2024","Action RPG"
"CrossCode","","Nintendo Switch","Digital (Nintendo eShop)","NA","No","Yes","Owned","Incomplete","","$14.00","","","","","","Purchase","","","","9/20/2018","7/9/2020","6/18/2021","Action RPG"
"CRYMACHINA","","PlayStation 5","Physical (New)","NA","No","Yes","Owned","Incomplete","","$30.00","","X","X","X","X","Purchase","","9/25/2024","","10/24/2023","10/24/2023","10/1/2024","Action RPG"
"Crypt of the NecroDancer","","Nintendo Switch","Digital (Nintendo eShop)","NA","No","Yes","Owned","Incomplete","","$4.00","","","","","","Purchase","","","","4/23/2015","2/1/2018","6/23/2019",""
"Crypt of the NecroDancer","","PlayStation Vita","Digital (PSN)","NA","No","No","Owned","Incomplete","","","","","","","","Purchase","","","","4/23/2015","","5/3/2017",""
"Crystal Project","","Nintendo Switch","Digital","NA","No","Yes","Owned","Incomplete","","$10.00","","","","","","Purchase","","","","","","1/5/2025",""
"Crystar","","PlayStation 4","Physical (New)","NA","No","Yes","Owned","Incomplete","","$30.00","","X","X","X","X","Purchase","","","","","","1/19/2026","JRPG"
"Cyberpunk 2077","","Nintendo Switch 2","Digital","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","12/10/2020","","12/23/2025","Action RPG"
"Cyberpunk 2077","","PlayStation 4","Physical (Unassigned)","NA","No","Yes","Owned","Incomplete","$18.99","$20.00","","","","","","Purchase","","","","12/10/2020","12/10/2020","11/28/2023","Action RPG"
"Cyberpunk 2077: Phantom Liberty","","Nintendo Switch 2","Digital","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","","","12/23/2025","Action RPG"
"Cyberpunk 2077: Ultimate Edition","","Nintendo Switch 2","Digital","NA","No","Yes","Owned","Incomplete","","$17.50","","","","","","Purchase","","","","6/5/2025","6/5/2025","12/23/2025","Compilation"
"Danganronpa 2: Goodbye Despair","","PlayStation Vita","Digital (PSN)","NA","No","No","Owned","Finished","","","","","","","","Purchase","","","","7/26/2012","9/2/2014","4/29/2017","Visual Novel"
"Danganronpa Another Episode: Ultra Despair Girls","","PlayStation Vita","Digital (PSN)","NA","No","No","Owned","Finished","","","","","","","","Purchase","","","","9/25/2014","9/1/2015","4/29/2017","Action-adventure"
"Danganronpa V3: Killing Harmony","","PlayStation Vita","Physical (Unassigned)","NA","Yes","No","Owned","Finished","$41.70","","","","","","","Purchase","","","","1/12/2017","9/26/2017","9/27/2017","Visual Novel"
"Danganronpa: Trigger Happy Havoc","","PlayStation Vita","Digital (PSN)","NA","No","No","Owned","Finished","","","","","","","","Purchase","","","","11/25/2010","2/11/2014","4/29/2017","Visual Novel"
"Dark Cloud","","PlayStation 4","Digital (PSN)","NA","No","Yes","Owned","Incomplete","","$8.00","","","","","","Purchase","","","","12/14/2000","12/5/2015","3/23/2021","Action RPG"
"Dark Cloud 2","","PlayStation 4","Digital (PSN)","NA","No","No","Owned","Finished","","$6.00","","","","","","Purchase","","","","11/28/2002","1/19/2016","10/15/2020","Action RPG"
"Dark Souls II","","PlayStation 3","Digital (PSN)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","3/11/2014","3/11/2014","4/29/2017","Action RPG"
"Dark Souls II: Scholar of the First Sin","","PlayStation 4","Digital (PSN)","NA","No","Yes","Owned","Incomplete","","$9.00","","","","","","Purchase","","","","2/5/2015","4/7/2015","6/17/2022","Action RPG"
"Dark Souls III","","PlayStation 4","Digital (PSN)","NA","No","No","Owned","Finished","","$21.00","","","","","","Purchase","","","","3/24/2016","4/12/2016","3/1/2020","Action RPG"
"Dark Souls: Remastered","","Nintendo Switch","Digital (Nintendo eShop)","NA","No","No","Owned","Finished","","$20.00","","","","","","Purchase","","","","5/23/2018","10/19/2018","11/30/2021","Action RPG"
"Darksiders II","","Wii U","Digital (Nintendo eShop)","NA","No","No","Owned","Incomplete","","","","","","","","Purchase","","","","8/14/2012","11/18/2012","4/29/2017","Action-adventure"
"Dead Cells","","Nintendo Switch","Digital (Nintendo eShop)","NA","No","No","Owned","Finished","","$21.00","","","","","","Purchase","","","","5/10/2017","8/7/2018","3/1/2020","Platform-adventure"
"Death end re;Quest","","PlayStation 4","Digital (PSN)","NA","No","No","Owned","Finished","","$15.99","","","","","","Purchase","","","","4/12/2018","2/19/2019","9/1/2020","JRPG"
"Death end re;Quest 2","","PlayStation 4","Digital (PSN)","NA","No","Yes","Owned","Incomplete","","$6.00","","","","","","Purchase","","","","2/13/2020","8/25/2020","7/30/2024","JRPG"
"Death Squared","","Nintendo Switch","Digital (Nintendo eShop)","NA","No","Yes","Owned","Incomplete","","$2.00","","","","","","Purchase","","12/30/2022","","3/14/2017","7/13/2017","1/7/2023","Puzzle"
"Death's Door","","Nintendo Switch","Digital","NA","No","No","Owned","Finished","","$9.00","","","","","","Purchase","","","","7/20/2021","11/23/2021","11/4/2022","Action-adventure"
"Demon Gaze Extra","","Nintendo Switch","Physical (Unassigned)","NA","No","Yes","Owned","Incomplete","","$37.00","","","","","","Purchase","","","","","","1/27/2024","Dungeon Crawler"
"Demon Lord Reincarnation","","PlayStation 5","Digital","NA","No","No","Owned","Finished","","$5.00","","","","","","Purchase","","5/6/2024","","","","6/4/2024",""
"Demon's Souls (2020)","","PlayStation 5","Physical (Unassigned)","NA","No","No","Owned","Finished","$22.82","$70.00","","","","","","Purchase","","","","11/11/2020","11/12/2020","11/27/2020","Action RPG"
"Demons Roots","","PC / Windows","Digital","NA","No","Yes","Owned","Incomplete","","$7.00","","","","","","Purchase","","","","","","8/28/2024",""
"Destiny 2","","PC / Windows","Digital (Blizzard)","NA","No","No","Owned","Incomplete","","$0.00","","","","","","Purchase","","","","9/6/2017","","11/7/2018","First-person Shooter"
"Devil May Cry","","PlayStation 4","Physical (Unassigned)","NA","No","No","Owned","Finished","","","","","","","","Purchase","","","","8/23/2001","","5/14/2019","Hack and Slash (Action)"
"Devil May Cry 2","","PlayStation 4","Physical (Unassigned)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","1/25/2003","","5/14/2019","Hack and Slash (Action)"
"Devil May Cry 3: Dante's Awakening - Special Edition","","PlayStation 4","Physical (Unassigned)","NA","No","No","Owned","Finished","","","","","","","","Purchase","","","","1/24/2006","","5/14/2019","Hack and Slash (Action)"
"Devil May Cry 4: Special Edition","","PlayStation 4","Digital (PSN)","NA","No","No","Owned","Finished","","$25.00","","","","","","Purchase","","","","6/23/2015","","5/27/2019",""
"Devil May Cry 5: Special Edition","","PlayStation 5","Digital (PSN)","NA","No","Yes","Owned","Incomplete","","$20.00","","","","","","Purchase","","","","","","6/17/2022","Hack and Slash (Action)"
"Devil May Cry: HD Collection","","PlayStation 4","Physical (Unassigned)","NA","No","No","Owned","Incomplete","$15.68","","","","","","","Purchase","","","","3/22/2012","3/13/2018","5/14/2019","Compilation"
"Diablo IV","","PlayStation 5","Digital (PSN)","NA","No","Yes","Owned","Incomplete","","$35.00","","","","","","Purchase","","7/18/2024","","6/5/2023","6/6/2023","7/30/2024","Hack and Slash (RPG)"
"Dicey Dungeons","","Nintendo Switch","Digital (Nintendo eShop)","NA","No","Yes","Owned","Incomplete","","$12.00","","","","","","Purchase","","","","8/13/2019","","2/6/2021","Card Game"
"Digimon Story: Cyber Sleuth","","PlayStation Vita","Digital (PSN)","NA","No","No","Owned","Finished","","","","","","","","Purchase","","","10","3/12/2015","2/2/2016","4/29/2017","JRPG"
"Digimon Story: Time Stranger","","PlayStation 5","Digital","NA","No","No","Owned","Finished","","$70.00","","","","","","Purchase","","10/3/2025","","","","10/8/2025",""
"Digimon Survive","","Nintendo Switch","Physical (New)","NA","No","No","Owned","Finished","$23.86","$0.00","","X","X","X","X","Purchase","","","","7/28/2022","7/29/2022","2/15/2023","Tactical RPG"
"Digimon World: Dawn","","Nintendo DS","Physical (Unassigned)","NA","No","No","Owned","Finished","$30.57","","","","","","","Purchase","","","","3/29/2007","9/18/2007","4/29/2017","RPG"
"Digimon World: Next Order","","PlayStation 4","Physical (Unassigned)","NA","No","No","Owned","Finished","$14.70","","","","","","","Purchase","","","","3/17/2016","1/31/2017","6/7/2019","Monster Tamer RPG"
"Disco Elysium: The Final Cut","","PC / Windows","Digital","NA","No","Yes","Owned","Incomplete","","$2.00","","","","","","Purchase","","","","3/30/2021","","7/11/2024","RPG"
"Disgaea 1 Complete","","Nintendo Switch","Digital (Nintendo eShop)","NA","No","No","Owned","Finished","","$20.00","","","","","","Purchase","","","","7/26/2018","","7/1/2022","Tactical RPG"
"Disgaea 2: Dark Hero Days","","PlayStation Portable","Digital (PSN)","NA","No","No","Owned","Finished","","","","","","","","Purchase","","","","3/26/2009","","4/29/2017","Tactical RPG"
"Disgaea 3: Absence of Detention","","PlayStation Vita","Physical (Unassigned)","NA","No","No","Owned","Finished","$19.86","","","","","","","Purchase","","","","12/17/2011","4/17/2012","4/29/2017","Tactical RPG"
"Disgaea 4: A Promise Unforgotten","","PlayStation 3","Physical (Unassigned)","NA","No","No","Owned","Finished","$6.47","","","","","","","Purchase","","","","2/24/2011","9/6/2011","4/29/2017","Tactical RPG"
"Disgaea 5 Complete","","Nintendo Switch","Physical (Unassigned)","NA","No","Yes","Owned","Incomplete","$19.35","","","","","","","Purchase","","","","3/3/2017","5/23/2017","6/26/2017","Compilation"
