"Name","Edition","Platform","Format","Region","Now Playing","Backlogged","Ownership Status","Progress Status","Est. Value","Amt. Paid","Tags","Box/Case","Cart/Disc","Manual","Extras","Acquisition Type","Acquisition Source","Acquisition Date","Rating","Initial Release Date","Item Release Date","Added On","Genre"
"Ori and the Blind Forest","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","3/11/2015","","24/7/2018","Platform-adventure"
"Ori and the Blind Forest: Definitive Edition","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","3/11/2016","4/27/2016","24/7/2018","Platform-adventure"
"Outland","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","","","24/7/2018",""
"Owlboy","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","11/1/2016","","24/7/2018","Platform-adventure"
"Pac-Man Championship Edition 2","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","","","19/1/2021","Maze"
"Panzer Dragoon (2020)","","Nintendo Switch","Digital","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","3/26/2020","3/26/2020","2/1/2021","Rail Shooter"
"Papers, Please","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","8/8/2013","","24/7/2018","Puzzle"
"Paradox Soul","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","2/9/2018","2/9/2018","19/1/2021","Platform-adventure"
"Patchwork","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","12/6/2016","","19/1/2021","Board Game"
"Payday 2","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","8/13/2013","","24/7/2018","First-person Shooter"
"Persona 4 Golden","","PC / Windows","Digital (Steam)","NA","Yes","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","6/14/2012","6/13/2020","19/1/2021","JRPG"
"Persona 5 Royal","","PlayStation 4","Digital (PSN)","NA","No","No","Owned","Finished","","","","","","","","Purchase","","","","3/31/2020","3/31/2020","2/1/2021","RPG"
"Persona 5: Dancing in Starlight","","PlayStation 4","Digital (PSN)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","5/24/2018","12/4/2018","2/1/2021","Rhythm"
"Phantom Brave PC","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","7/25/2016","","24/7/2018","Tactical RPG"
"Phantom Brave: The Hermuda Triangle Remastered","","Nintendo Switch","Physical (Unassigned)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","8/26/2021","8/31/2021","13/9/2021","Tactical RPG"
"Pharaoh Rebirth+","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","","","26/1/2026",""
"Portal (2007)","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","10/10/2007","","24/7/2018","Puzzle-platform"
"Portal 2","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","4/18/2011","","24/7/2018","Puzzle-platform"
"Potion Explosion","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","","","19/1/2021","Board Game"
"Prinny Presents NIS Classics Volume 1","","Nintendo Switch","Physical (Unassigned)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","8/31/2021","8/31/2021","13/9/2021","Compilation"
"Project Zomboid","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","6/20/2011","","26/1/2026","Survival Horror"
"Pseudoregalia","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","7/28/2023","","26/1/2026","Platformer"
"Psychonauts","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","4/19/2005","","24/7/2018","Platform-adventure"
"Puyo Puyo Tetris 2","","Nintendo Switch","Digital","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","12/8/2020","12/8/2020","2/1/2021","Puzzle"
"Pyre","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","","","2/10/2018",""
"R-Type","","Nintendo Switch","Digital","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","July 1987","","2/1/2021","Scrolling Shooter"
"R-Type Dimensions","","Nintendo Switch","Digital","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","2/4/2009","","2/1/2021","Compilation"
"R-Type II","","Nintendo Switch","Digital","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","1989","","2/1/2021","Scrolling Shooter"
"Rabi-Ribi","","PlayStation 4","Digital (PSN)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","","","2/1/2021",""
"Rabi-Ribi","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","","","24/7/2018",""
"Racine","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","11/6/2023","","26/1/2026","Action Strategy"
"Rain World","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","2/28/2017","3/28/2017","24/7/2018","Platformer"
"Ratchet & Clank (2016)","","PlayStation 4","Digital (PSN)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","4/12/2016","4/12/2016","2/1/2021","Platformer"
"Rayman Legends: Definitive Edition","","Nintendo Switch","Digital","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","9/12/2017","9/12/2017","2/1/2021","Platformer"
"Rayman: Legends","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","8/30/2013","9/3/2013","19/1/2021","Platformer"
"Rayman: Legends","","PlayStation 4","Digital (PSN)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","8/30/2013","2/18/2014","2/1/2021","Platformer"
"realMyst: Masterpiece Edition","","Nintendo Switch","Digital","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","2/5/2014","5/21/2020","2/1/2021","Graphic Adventure"
"Recettear: An Item Shop's Tale","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","December 2007","9/10/2010","24/7/2018","Action RPG"
"Relayer","","PlayStation 4","Digital (PSN)","NA","Yes","No","Owned","Incomplete","","","","","","","","Purchase","","","","","","7/6/2022",""
"Resogun","","PlayStation 4","Digital (PSN)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","","","2/1/2021","Shoot 'em Up"
"Resonance of Fate","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","1/28/2010","","26/1/2026","RPG"
"Rez Infinite","","PlayStation 4","Digital (PSN)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","","","31/3/2021","Rail Shooter"
"RimWorld","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","","","2/10/2018",""
"Roads of Rome","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","","","19/1/2021",""
"Roads of Rome 2","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","","","19/1/2021",""
"Robonauts","","Nintendo Switch","Digital","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","","","2/1/2021",""
"Rogue Galaxy","","PlayStation 4","Digital (PSN)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","12/8/2005","5/25/2016","2/1/2021","JRPG"
"Rogue Legacy","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","6/27/2013","","24/7/2018","Platformer"
"Rogue Legacy 2","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","8/18/2020","","26/1/2026","Platform-adventure"
"Romancing SaGa 2","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","12/10/1993","","19/1/2021","RPG"
"Romancing SaGa 3 (2019)","","PlayStation 4","Digital (PSN)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","11/11/2019","11/11/2019","2/1/2021","RPG"
"SaGa: Scarlet Grace","","PlayStation 4","Digital (PSN)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","12/15/2016","","2/1/2021","RPG"
"Sakuna: Of Rice and Ruin","","PlayStation 4","Digital (PSN)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","11/10/2020","11/10/2020","2/1/2021","Action RPG"
"Salt and Sanctuary","","PlayStation 4","Digital (PSN)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","","","2/1/2021","Action RPG"
"Sanctum 2","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","5/15/2013","","24/7/2018","Tower Defense"
"Satellite Reign","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","","","24/7/2018",""
"Savant: Ascent","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","","","19/1/2021",""
"Savant: Ascent REMIX","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","9/29/2023","","26/1/2026",""
"Sayonara Wild Hearts","","PlayStation 4","Digital (PSN)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","9/19/2019","9/19/2019","2/1/2021","Rhythm"
"Scarlet Nexus","","PlayStation 4","Digital (PSN)","NA","No","No","Owned","Finished","","","","","","","","Purchase","","","","6/24/2021","6/25/2021","14/9/2021","Action RPG"
"Scramble","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","February 1981","","26/1/2026","Scrolling Shooter"
"Scythe: Digital Edition","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","","","19/1/2021","Board Game"
"Seasons After Fall","","PlayStation 4","Digital (PSN)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","","","2/1/2021",""
"Secret of Magia","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","","","24/7/2018",""
"Secret of Mana (1993)","","Nintendo Switch","Digital","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","8/6/1993","","2/1/2021","Action RPG"
"Secret of Mana (2018)","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","2/15/2018","","24/7/2018","Action RPG"
"Secrets of Grindea","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","","","26/1/2026",""
"Septerra Core: Legacy of the Creator","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","10/31/1999","","24/7/2018","RPG"
"Shadow Tactics: Blades of the Shogun","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","12/6/2016","","24/7/2018","Real-time Tactics"
"Shadow Tactics: Blades of the Shogun","","PlayStation 4","Digital (PSN)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","12/6/2016","8/1/2017","2/1/2021","Real-time Tactics"
"Shadowrun Returns","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","7/25/2013","","19/1/2021","RPG"
"Shantae and the Pirate's Curse","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","10/23/2014","","24/7/2018","Platformer"
"Shantae and the Seven Sirens","","Nintendo Switch","Digital","NA","No","No","Owned","Finished","","","","","","","","Purchase","","","","","","2/1/2021","Platformer"
"Shantae: Half Genie Hero","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","12/20/2016","","24/7/2018","Platformer"
"Shantae: Risky's Revenge - Director's Cut","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","6/23/2015","","24/7/2018","Platformer"
"Shin Megami Tensei V","","Nintendo Switch","Physical (New)","NA","No","No","Owned","Incomplete","$18.78","","","X","X","X","X","Purchase","","","","11/11/2021","11/12/2021","25/11/2021","JRPG"
"Shiness: The Lightning Kingdom","","PlayStation 4","Digital (PSN)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","","","2/1/2021",""
"Shovel Knight","","Nintendo Switch","Digital","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","9","6/26/2014","","2/1/2021","Platformer"
"Shovel Knight","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Finished","","","","","","","","Purchase","","","9","6/26/2014","","24/7/2018","Platformer"
"Shovel Knight Showdown","","Nintendo Switch","Digital","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","12/10/2019","12/10/2019","2/1/2021","Platformer"
"Shovel Knight: King of Cards","","Nintendo Switch","Digital","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","","","2/1/2021",""
"Shovel Knight: Plague of Shadows","","Nintendo Switch","Digital","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","6/26/2014","","2/1/2021","Platformer"
"Shovel Knight: Specter of Torment","","Nintendo Switch","Digital","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","April 2017","","2/1/2021","Platformer"
"Shovel Knight: Treasure Trove","","Nintendo Switch","Digital","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","6/26/2014","3/3/2017","2/1/2021","Compilation"
"Sid Meier's Civilization III","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","10/30/2001","","24/7/2018","4X Strategy"
"Sid Meier's Civilization III: Complete","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","9/14/2004","","24/7/2018","Compilation"
"Sid Meier's Civilization III: Conquests","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","11/4/2003","","24/7/2018","4X Strategy"
"Sid Meier's Civilization III: Play the World","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","10/29/2002","","24/7/2018","4X Strategy"
"Sid Meier's Civilization V","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","9/21/2010","","24/7/2018","4X Strategy"
"Sid Meier's Civilization VI","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","10/21/2016","","24/7/2018","4X Strategy"
"Sid Meier's Civilization VII","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","2/6/2025","","26/1/2026","Turn-based Strategy"
"Sine Mora EX","","PlayStation 4","Digital (PSN)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","8/8/2017","8/8/2017","2/1/2021","Shoot 'em Up"
"Sins of a Solar Empire: Rebellion","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","","","19/1/2021",""
"Sky Force Reloaded","","Nintendo Switch","Digital","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","","","2/1/2021",""
"Skyborn","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","2/21/2014","","24/7/2018","RPG"
"Slay the Spire","","Nintendo Switch","Digital","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","11/14/2017","6/6/2019","2/1/2021","Card Game"
"Slay the Spire","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","11/14/2017","","19/1/2021","Card Game"
"Small World 2","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","","","19/1/2021",""
"Soldner-X 2: Final Prototype","","PlayStation 4","Digital (PSN)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","","","2/1/2021",""
"Sonic Adventure 2","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","6/18/2001","","24/7/2018","Platformer"
"Sonic Adventure DX: Director's Cut","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","6/18/2003","","24/7/2018","Platformer"
"Sonic Mania Plus","","PlayStation 4","Digital (PSN)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","","","2/1/2021",""
"Soul Nomad & the World Eaters","","Nintendo Switch","Physical (Unassigned)","NA","No","No","Owned","Incomplete","","","","","","","","Purchase","","","","2/15/2007","8/31/2021","13/9/2021","Tactical RPG"
"Sound Shift","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","","","24/7/2018",""
"SpaceChem","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","","","19/1/2021",""
"Sparkle 3: Genesis","","Nintendo Switch","Digital","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","4/24/2015","","2/1/2021","Biological Simulation"
"Spelunky 2","","PlayStation 4","Digital (PSN)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","","","31/3/2021",""
"Splendor","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","","","19/1/2021","Board Game"
"Star Ocean: First Departure R","","PlayStation 4","Digital (PSN)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","12/5/2019","12/5/2019","2/1/2021","Action RPG"
"Star Ocean: Integrity and Faithlessness","","PlayStation 4","Digital (PSN)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","3/31/2016","6/28/2016","2/1/2021","Action RPG"
"Star Ocean: The Last Hope - 4K & Full HD Remaster","","PlayStation 4","Digital (PSN)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","11/28/2017","11/28/2017","2/1/2021","Action RPG"
"Star Ocean: The Last Hope - 4K & Full HD Remaster","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","11/28/2017","11/28/2017","24/7/2018","Action RPG"
"Star Trek: Infinite","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","10/12/2023","","26/1/2026","4X Strategy"
"Starseed Pilgrim","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","4/16/2013","","24/7/2018","Puzzle"
"SteamWorld Heist","","Nintendo Switch","Digital","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","12/10/2015","","2/1/2021","Turn-based Tactics"
"Stellaris","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","5/9/2016","","24/7/2018","4X Strategy"
"Stories: The Path of Destinies","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","4/12/2016","","24/7/2018","Action RPG"
"Street Fighter IV","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","7/18/2008","","24/7/2018","Fighting"
"Street Fighter V","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","","","19/1/2021","Fighting"
"Strider (2014)","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","2/18/2014","","24/7/2018","Platform-adventure"
"Subnautica","","PlayStation 4","Digital (PSN)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","12/16/2014","12/4/2018","31/3/2021","Survival"
"Suikoden I & II HD Remaster: Gate Rune and Dunan Unification Wars","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","","","26/1/2026","Compilation"
"Suikoden I HD Remaster: Gate Rune War","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","","","26/1/2026","JRPG"
"Suikoden II HD Remaster: Dunan Unification War","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","","","26/1/2026","JRPG"
"Sundered","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","7/28/2017","7/28/2017","19/1/2021","Platform-adventure"
"Super Bit Blaster XL","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","","","26/1/2026",""
"Super C","","Nintendo Switch","Digital","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","2/2/1990","","2/1/2021","Run and Gun"
"Super Castlevania IV","","Nintendo Switch","Digital","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","10/31/1991","","2/1/2021","Platformer"
"Super Hydorah","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","","","24/7/2018",""
"Super Mario 3D All-Stars","","Nintendo Switch","Digital","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","9/18/2020","9/18/2020","2/1/2021","Compilation"
"Super Mario 64","","Nintendo Switch","Digital","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","6/23/1996","10/25/2021","2/1/2021","Platformer"
"Super Mario Galaxy","","Nintendo Switch","Digital","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","11/1/2007","","2/1/2021","Platformer"
"Super Mario Maker 2","","Nintendo Switch","Digital","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","6/28/2019","6/28/2019","2/1/2021","Platformer"
"Super Mario Odyssey","","Nintendo Switch","Digital","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","10/27/2017","10/27/2017","2/1/2021","Platformer"
"Super Mario Party","","Nintendo Switch","Digital","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","10/5/2018","10/5/2018","2/1/2021","Party"
"Super Mario Sunshine","","Nintendo Switch","Digital","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","7/19/2002","","2/1/2021","Platformer"
"Superbeat: XONiC","","Nintendo Switch","Digital","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","10/22/2015","11/21/2017","2/1/2021","Rhythm"
"The Swapper","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","8/5/2014","","24/7/2018","Puzzle-platform"
"Symphony of War: The Nephilim Saga","","PC / Windows","Digital (Steam)","NA","Yes","No","Owned","Incomplete","","","","","","","","Purchase","","","","","","27/10/2022","Turn-based Strategy"
"Tactical Breach Wizards","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","8/22/2024","","26/1/2026","Turn-based Tactics"
"Tactics Ogre: Reborn","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","11/11/2022","","26/1/2026","Tactical RPG"
"Tales of Arise","","PlayStation 4","Digital","NA","No","No","Owned","Incomplete","","","","","","","","Purchase","","","","9/9/2021","9/10/2021","4/12/2021","JRPG"
"Tales of Berseria","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Finished","","","","","","","","Purchase","","","9","8/18/2016","","24/7/2018","JRPG"
"Tales of Symphonia","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Finished","","","","","","","","Purchase","","","10","8/29/2003","","24/7/2018","JRPG"
"Tales of the Abyss","","Nintendo DS","Physical (Unassigned)","NA","Yes","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","12/15/2005","","27/10/2022","JRPG"
"Tales of Vesperia: Definitive Edition","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","1/10/2019","","19/1/2021","JRPG"
"Tales of Vesperia: Definitive Edition","","PlayStation 4","Digital (PSN)","NA","No","No","Owned","Finished","","","","","","","","Purchase","","","","1/10/2019","1/11/2019","2/1/2021","JRPG"
"Tales of Zestiria","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","1/22/2015","10/20/2015","24/7/2018","JRPG"
"Talisman: Digital Edition","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","10/14/2013","","26/1/2026","Board Game"
"Teenage Mutant Ninja Turtles (1989 Arcade)","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","1989","","26/1/2026","Beat 'em Up"
"Teenage Mutant Ninja Turtles (1989 NES)","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","5/12/1989","","26/1/2026","Platformer"
"Teenage Mutant Ninja Turtles II: Back from the Sewers","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","11/15/1991","","26/1/2026","Platformer"
"Teenage Mutant Ninja Turtles II: The Arcade Game","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","12/7/1990","","26/1/2026","Beat 'em Up"
"Teenage Mutant Ninja Turtles III: Radical Rescue","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","11/26/1993","","26/1/2026","Platform-adventure"
"Teenage Mutant Ninja Turtles III: The Manhattan Project","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","12/13/1991","","26/1/2026","Beat 'em Up"
"Teenage Mutant Ninja Turtles IV: Turtles in Time","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","7/24/1992","","26/1/2026","Beat 'em Up"
"Teenage Mutant Ninja Turtles: Fall of the Foot Clan","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","8/3/1990","","26/1/2026","Platformer"
"Teenage Mutant Ninja Turtles: Shredder's Revenge","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","6/16/2022","","26/1/2026","Beat 'em Up"
"Teenage Mutant Ninja Turtles: The Cowabunga Collection","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","8/30/2022","","26/1/2026","Compilation"
"Teenage Mutant Ninja Turtles: The Hyperstone Heist","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","12/21/1992","","26/1/2026","Beat 'em Up"
"Teenage Mutant Ninja Turtles: Tournament Fighters","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","12/2/1993","","26/1/2026","Fighting"
