"Name","Edition","Platform","Format","Region","Now Playing","Backlogged","Ownership Status","Progress Status","Est. Value","Amt. Paid","Tags","Box/Case","Cart/Disc","Manual","Extras","Acquisition Type","Acquisition Source","Acquisition Date","Rating","Initial Release Date","Item Release Date","Added On","Genre"
"Helen's Mysterious Castle","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","","","24/7/2018",""
"Hero Siege","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","","","24/7/2018",""
"Hexcells","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","2/19/2014","","24/7/2018","Puzzle"
"Hexcells Infinite","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","9/1/2014","","24/7/2018","Puzzle"
"Hexcells Plus","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","2/19/2014","","24/7/2018","Puzzle"
"Hollow Knight","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Finished","","","","","","","","Purchase","","","10","2/24/2017","","24/7/2018","Platform-adventure"
"Hollow Knight","","Nintendo Switch","Digital","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","10","2/24/2017","6/12/2018","2/1/2021","Platform-adventure"
"Hollow Knight: Voidheart Edition","","PlayStation 4","Digital (PSN)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","9/25/2018","9/25/2018","2/1/2021","Platform-adventure"
"Homebrew","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","","","19/1/2021",""
"Humankind","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","8/17/2021","8/17/2021","26/1/2026","4X Strategy"
"The Hundred Line: Last Defense Academy","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","","","26/1/2026",""
"Hunter's Legacy","","Nintendo Switch","Digital","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","","","2/1/2021",""
"Hyper Light Drifter","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","3/31/2016","3/31/2016","24/7/2018","Action RPG"
"Hyperdimension Neptunia Re;Birth 1","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","","","24/7/2018","JRPG"
"I Am Setsuna","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Finished","","","","","","","","Purchase","","","8","2/18/2016","7/19/2016","24/7/2018","RPG"
"Iconoclasts","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","","","19/1/2021",""
"Ikaruga","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","12/20/2001","","2/10/2018","Scrolling Shooter"
"Ikenfell","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","","","26/1/2026",""
"Indivisible","","PlayStation 4","Digital (PSN)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","10/8/2019","10/8/2019","2/1/2021","Action RPG"
"Into the Breach","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","2/9/2018","2/27/2018","2/10/2018","Turn-based Strategy"
"Invisigun Heroes","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","","","24/7/2018",""
"Journey of a Roach","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","","","19/1/2021",""
"Katamari Damacy REROLL","","Nintendo Switch","Digital","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","12/6/2018","12/7/2018","2/1/2021","Action"
"Katamari Damacy REROLL","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","12/6/2018","12/6/2018","26/1/2026","Action"
"Katana Zero","","Nintendo Switch","Digital","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","4/18/2019","4/18/2019","2/1/2021","Platformer"
"Kid Dracula (1990)","","Nintendo Switch","Digital","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","10/19/1990","","2/1/2021","Platformer"
"Killing Floor","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","","","24/7/2018",""
"King and Assassins","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","","","19/1/2021",""
"The King of Fighters XIII","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","7/14/2010","","24/7/2018","Fighting"
"Kingdom Hearts","","PlayStation 4","Digital (PSN)","NA","No","No","Owned","Incomplete","","","","","","","","Purchase","","","","3/28/2002","","14/9/2021","Action RPG"
"Kingdom Hearts 0.2: Birth by Sleep - A Fragmentary Passage","","PlayStation 4","Digital (PSN)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","1/12/2017","","2/1/2021","Action RPG"
"Kingdom Hearts HD 1.5 ReMIX","","PlayStation 4","Digital (PSN)","NA","No","No","Owned","Incomplete","","","","","","","","Purchase","","","","3/14/2013","","14/9/2021","Compilation"
"Kingdom Hearts HD I.5 + II.5 Remix","","PlayStation 4","Digital (PSN)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","3/9/2017","3/28/2017","2/1/2021","Compilation"
"Kingdom Hearts HD II.8 Final Chapter Prologue","","PlayStation 4","Digital (PSN)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","1/12/2017","1/24/2017","2/1/2021","Compilation"
"Kingdom Hearts II: Final Mix","","PlayStation 4","Digital (PSN)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","3/29/2007","3/28/2017","2/1/2021","Action RPG"
"Kingdom Hearts III","","PlayStation 4","Digital (PSN)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","1/25/2019","1/29/2019","2/1/2021","Action RPG"
"Kingdom Hearts Re:Chain of Memories","","PlayStation 4","Digital (PSN)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","12/2/2008","","2/1/2021","Action RPG"
"Kingdom Hearts Re:Chain of Memories","","PlayStation 4","Digital (PSN)","NA","No","No","Owned","Incomplete","","","","","","","","Purchase","","","","12/2/2008","","14/9/2021","Action RPG"
"Kingdom Hearts X: Back Cover","","PlayStation 4","Digital (PSN)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","1/12/2017","1/24/2017","2/1/2021","Miscellaneous (General)"
"Kingdom Hearts: 358/2 Days (HD Cinematics)","","PlayStation 4","Digital (PSN)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","3/14/2013","3/28/2017","2/1/2021","Miscellaneous (General)"
"Kingdom Hearts: Birth by Sleep - Final Mix","","PlayStation 4","Digital (PSN)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","1/20/2011","","2/1/2021","Action RPG"
"Kingdom Hearts: Dream Drop Distance HD","","PlayStation 4","Digital (PSN)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","1/12/2017","1/24/2017","2/1/2021","Action RPG"
"Kingdom Hearts: Final Mix","","PlayStation 4","Digital (PSN)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","12/26/2002","3/28/2017","2/1/2021","Action RPG"
"Kingdom Hearts: Re:coded (HD Cinematics)","","PlayStation 4","Digital (PSN)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","10/2/2014","","2/1/2021","Miscellaneous (General)"
"Knytt Underground","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","","","24/7/2018",""
"La Pucelle: Ragnarok","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","11/26/2009","","26/1/2026","Tactical RPG"
"La-Mulana","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","","","24/7/2018",""
"La-Mulana 2","","PlayStation 4","Digital (PSN)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","","","2/1/2021",""
"Labyrinth of Refrain: Coven of Dusk","","Nintendo Switch","Digital","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","6/23/2016","","2/1/2021","RPG"
"Langrisser I & II (2019)","","PlayStation 4","Digital (PSN)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","","","2/1/2021","Compilation"
"Langrisser II","","PlayStation 4","Digital (PSN)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","8/26/1994","","2/1/2021","Tactical RPG"
"Last Dream","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","","","24/7/2018",""
"Last Heroes","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","","","24/7/2018",""
"Last Heroes 2","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","","","24/7/2018",""
"Last Heroes 3","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","","","24/7/2018",""
"Last Heroes 4","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","","","24/7/2018",""
"The Last Remnant","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","11/20/2008","4/9/2009","24/7/2018","RPG"
"The Last Remnant Remastered","","PlayStation 4","Digital (PSN)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","12/6/2018","12/6/2018","31/3/2021","RPG"
"The Legend of Heroes: Trails in the Sky","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Finished","","","","","","","","Purchase","","","8","6/24/2004","","24/7/2018","JRPG"
"The Legend of Heroes: Trails in the Sky - Second Chapter","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Finished","","","","","","","","Purchase","","","10","3/9/2006","","24/7/2018","JRPG"
"The Legend of Heroes: Trails in the Sky - The 3rd","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Finished","","","","","","","","Purchase","","","9","6/28/2007","5/2/2017","24/7/2018","JRPG"
"The Legend of Heroes: Trails of Cold Steel","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Finished","","","","","","","","Purchase","","","9","9/26/2013","","24/7/2018","JRPG"
"The Legend of Heroes: Trails of Cold Steel","","PlayStation 4","Digital (PSN)","NA","No","No","Owned","Finished","","","","","","","","Purchase","","","9","9/26/2013","3/26/2019","2/1/2021","JRPG"
"The Legend of Heroes: Trails of Cold Steel II","","PlayStation 4","Digital (PSN)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","9","9/25/2014","6/4/2019","2/1/2021","JRPG"
"The Legend of Heroes: Trails of Cold Steel II","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Finished","","","","","","","","Purchase","","","9","9/25/2014","2/14/2018","24/7/2018","JRPG"
"The Legend of Heroes: Trails of Cold Steel III","","PlayStation 4","Digital (PSN)","NA","No","No","Owned","Finished","","","","","","","","Purchase","","","","9/28/2017","","2/1/2021","JRPG"
"The Legend of Heroes: Trails of Cold Steel IV","","PlayStation 4","Digital (PSN)","NA","No","No","Owned","Finished","","","","","","","","Purchase","","","","9/27/2018","10/27/2020","2/1/2021","JRPG"
"Legend of Mana","","PlayStation 4","Digital (PSN)","NA","No","No","Owned","Incomplete","","","","","","","","Purchase","","","","7/15/1999","6/24/2021","14/9/2021","Action RPG"
"Legend of Mysteria","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","","","24/7/2018",""
"The Legend of Zelda: Breath of the Wild","","Nintendo Switch","Digital","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","3/3/2017","","2/1/2021","Action-adventure"
"The Legend of Zelda: Link's Awakening (2019)","","Nintendo Switch","Digital","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","9/20/2019","9/20/2019","2/1/2021","Action-adventure"
"Lethal League Blaze","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","","","19/1/2021",""
"LiEat","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","","","24/7/2018",""
"Life Force","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","1986","","26/1/2026","Scrolling Shooter"
"Life is Strange","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Finished","","","","","","","","Purchase","","","","1/29/2015","","24/7/2018","Compilation"
"Life is Strange: Episode 1 - Chrysalis","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","1/29/2015","","24/7/2018","Graphic Adventure"
"Life is Strange: Episode 2 - Out of Time","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","3/24/2015","","24/7/2018","Graphic Adventure"
"Life is Strange: Episode 3 - Chaos Theory","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","","","24/7/2018","Graphic Adventure"
"Life is Strange: Episode 4 - Dark Room","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","","","24/7/2018","Graphic Adventure"
"Life is Strange: Episode 5 - Polarized","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","","","24/7/2018","Graphic Adventure"
"Lightning Returns: Final Fantasy XIII","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","11/21/2013","12/10/2015","24/7/2018","Action RPG"
"Limbo","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","7/21/2010","","24/7/2018","Cinematic-platform"
"Lisa (2014)","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","12/15/2014","","19/1/2021","RPG"
"The Lord of the Rings Living Card Game","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","","","19/1/2021",""
"Lost Ruins","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","","","26/1/2026",""
"Lost Sphear","","Nintendo Switch","Digital","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","10/12/2017","1/23/2018","2/1/2021","JRPG"
"Love Letter","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","","","19/1/2021",""
"Lumines Remastered","","Nintendo Switch","Digital","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","6/25/2018","6/26/2018","2/1/2021","Puzzle"
"LunarLux","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","9/25/2023","","26/1/2026",""
"Mario + Rabbids: Kingdom Battle","","Nintendo Switch","Digital","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","8/29/2017","8/29/2017","2/1/2021","Turn-based Tactics"
"Mario Kart 8 Deluxe","","Nintendo Switch","Digital","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","4/28/2017","4/28/2017","2/1/2021","Racing"
"Mega Man (1987)","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","12/17/1987","","24/7/2018","Platformer"
"Mega Man 10","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","","","24/7/2018",""
"Mega Man 11","","PlayStation 4","Digital (PSN)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","10/2/2018","","2/1/2021","Platformer"
"Mega Man 2","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","12/24/1988","","24/7/2018","Platformer"
"Mega Man 3","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","9/28/1990","","24/7/2018","Platformer"
"Mega Man 4","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","12/6/1991","","24/7/2018","Platformer"
"Mega Man 5","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","12/4/1992","","24/7/2018","Platformer"
"Mega Man 6","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","11/5/1993","","24/7/2018","Platformer"
"Mega Man 7","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","3/24/1995","","24/7/2018","Platformer"
"Mega Man 8","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","12/17/1996","","24/7/2018","Platformer"
"Mega Man 9","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","","","24/7/2018",""
"Mega Man: Legacy Collection","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","8/24/2015","","24/7/2018","Compilation"
"Mega Man: Legacy Collection 2","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","8/8/2017","","24/7/2018","Compilation"
"Men of War: Assault Squad","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","","","19/1/2021","Real-time Tactics"
"Mercenaries Wings: The False Phoenix","","Nintendo Switch","Digital","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","9/27/2018","11/8/2018","2/1/2021","Turn-based Tactics"
"The Messenger (2018)","","Nintendo Switch","Digital (Nintendo eShop)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","23/9/2018","","8/30/2018","8/30/2018","2/10/2018","Platform-adventure"
"Metal Gear Online 3","","PlayStation 4","Digital (PSN)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","10/6/2015","","2/1/2021","Action"
"Metal Gear Solid V: Ground Zeroes","","PlayStation 4","Digital (PSN)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","3/18/2014","","2/1/2021","Stealth"
"Metal Gear Solid V: The Definitive Experience","","PlayStation 4","Digital (PSN)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","10/11/2016","10/11/2016","2/1/2021","Compilation"
"Metal Gear Solid V: The Phantom Pain","","PlayStation 4","Digital (PSN)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","9/1/2015","9/1/2015","2/1/2021","Stealth"
"Metal Slug","","PlayStation 4","Digital (PSN)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","4/18/1996","","2/1/2021","Run and Gun"
"Metal Slug","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","4/18/1996","","24/7/2018","Run and Gun"
"Metal Slug 2","","PlayStation 4","Digital (PSN)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","2/23/1998","","2/1/2021","Run and Gun"
"Metal Slug 3","","PlayStation 4","Digital (PSN)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","3/23/2000","3/24/2015","2/1/2021","Run and Gun"
"Metal Slug 3","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","3/23/2000","","24/7/2018","Run and Gun"
"Metal Slug 4","","PlayStation 4","Digital (PSN)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","3/27/2002","","2/1/2021","Run and Gun"
"Metal Slug 5","","PlayStation 4","Digital (PSN)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","11/13/2003","","2/1/2021","Run and Gun"
"Metal Slug 6","","PlayStation 4","Digital (PSN)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","2/24/2006","","2/1/2021","Run and Gun"
"Metal Slug Anthology","","PlayStation 4","Digital (PSN)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","12/14/2006","7/5/2016","2/1/2021","Compilation"
"Metal Slug X","","PlayStation 4","Digital (PSN)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","3/18/1999","10/10/2017","2/1/2021","Run and Gun"
"Metal Slug X","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","3/18/1999","","24/7/2018","Run and Gun"
"Metroid Dread","","Nintendo Switch","Digital (Nintendo eShop)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","10/8/2021","10/8/2021","19/2/2022","Platform-adventure"
"Mighty No. 9","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","6/21/2016","","24/7/2018","Platformer"
"Minoria","","Nintendo Switch","Digital","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","","","2/1/2021",""
"Mirage: Arcane Warfare","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","5/23/2017","","24/7/2018","Action"
"Momodora III","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","7/1/2014","","24/7/2018","Platformer"
"Momodora: Reverie Under the Moonlight","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","","","24/7/2018","Platform-adventure"
"Monster Boy and the Cursed Kingdom","","PlayStation 4","Digital (PSN)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","12/4/2018","12/4/2018","2/1/2021","Platformer"
"Monster Hunter: Generations Ultimate","","Nintendo Switch","Digital","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","8/25/2017","8/28/2018","2/1/2021","Action RPG"
"Monster Train","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","5/21/2020","","26/1/2026","Card Game"
"Monster Train 2","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","5/21/2025","","26/1/2026","Card Game"
"Moonlighter","","Nintendo Switch","Digital","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","5/29/2018","11/5/2018","2/1/2021","Action-adventure"
"Murdered: Soul Suspect","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","6/3/2014","","24/7/2018","Action-adventure"
"Mysterium (2017)","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","","","19/1/2021","Board Game"
"N++","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","","","24/7/2018",""
"Natsuki Chronicles","","PlayStation 4","Digital (PSN)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","12/24/2019","2/18/2021","31/3/2021","Scrolling Shooter"
"NBA 2K17","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","9/16/2016","","24/7/2018","Sports (Basketball)"
"Neverwinter Nights","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","6/18/2002","6/18/2002","19/1/2021","RPG"
"Neverwinter Nights: Enhanced Edition","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","3/27/2018","","19/1/2021","Compilation"
"Neverwinter Nights: Hordes of the Underdark","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","12/2/2003","","19/1/2021","RPG"
"Neverwinter Nights: Kingmaker","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","","","19/1/2021","RPG"
"Neverwinter Nights: Shadows of Undrentide","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","6/21/2003","","19/1/2021","RPG"
"Nex Machina","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","6/20/2017","","24/7/2018","Multidirectional Shooter"
"Ni no Kuni II: Revenant Kingdom","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","3/23/2018","","24/7/2018","Action RPG"
"Ni no Kuni II: Revenant Kingdom","","PlayStation 4","Digital (PSN)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","3/23/2018","","2/1/2021","Action RPG"
"Ni no Kuni: Wrath of the White Witch Remastered","","PlayStation 4","Digital (PSN)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","9/20/2019","9/20/2019","2/1/2021","RPG"
"NieR: Automata","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","2/23/2017","3/17/2017","19/1/2021","Hack and Slash (RPG)"
"NieR: Automata - Game of the YoRHa Edition","","PlayStation 4","Digital (PSN)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","2/21/2019","2/26/2019","9/1/2021","Hack and Slash (RPG)"
"Nights of Azure","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","10/1/2015","2/7/2017","24/7/2018","Action RPG"
"Nine Sols","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","","","26/1/2026",""
"Nova Drift","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","","","26/1/2026",""
"Octopath Traveler","","Nintendo Switch","Digital","NA","No","No","Owned","Finished","","","","","","","","Purchase","","","","7/13/2018","7/13/2018","2/1/2021","JRPG"
"Odin Sphere: Leifthrasir","","PlayStation 4","Digital (PSN)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","1/14/2016","6/7/2016","2/1/2021","Action RPG"
"Okami HD","","Nintendo Switch","Digital","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","10/30/2012","8/9/2018","2/1/2021","Action-adventure"
"Okami HD","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","10/30/2012","12/12/2017","24/7/2018","Action-adventure"
"Old World","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","","","26/1/2026","4X Strategy"
"One Step from Eden","","PlayStation 4","Digital (PSN)","NA","No","No","Owned","Finished","","","","","","","","Purchase","","","","","","2/1/2021","Action"
"One Way Heroics","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","11/28/2013","","24/7/2018","RPG"
"Operation C","","Nintendo Switch","Digital","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","1/8/1991","","2/1/2021","Run and Gun"
"Ori and the Blind Forest","","Nintendo Switch","Digital","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","3/11/2015","","2/1/2021","Platform-adventure"
