"Name","Edition","Platform","Format","Region","Now Playing","Backlogged","Ownership Status","Progress Status","Est. Value","Amt. Paid","Tags","Box/Case","Cart/Disc","Manual","Extras","Acquisition Type","Acquisition Source","Acquisition Date","Rating","Initial Release Date","Item Release Date","Added On","Genre"
"Chaos Rings II","","Mobile (Android)","Physical (Unassigned)","NA","No","No","Owned","Finished","","","","","","","","Purchase","","","","3/14/2013","","6/5/2017","JRPG"
"Chaos Rings III","","Mobile (Android)","Physical (Unassigned)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","12/6/2014","","6/5/2017","JRPG"
"Chaos Rings Omega","","Mobile (iOS)","Physical (Unassigned)","NA","No","No","Owned","Finished","","","","","","","","Purchase","","","","5/25/2011","","6/5/2017","JRPG"
"Chrono Cross","","PlayStation","Physical (Unassigned)","NA","No","Yes","Owned","Incomplete","$12.80","","","","","","","Purchase","","","","11/18/1999","8/15/2000","5/29/2017","JRPG"
"Clustertruck","","PC / Windows","Physical (Unassigned)","NA","No","No","Owned","Incomplete","","","","","","","","Purchase","","","","9/27/2016","","7/3/2019","Action"
"Company of Heroes 2","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","6/25/2013","","3/17/2021","Real-time Strategy"
"Control","","PlayStation 4","Physical (Unassigned)","NA","No","Yes","Owned","Incomplete","$9.50","","","","","","","Purchase","","","","8/27/2019","8/27/2019","1/20/2020","Action-adventure"
"Control: Ultimate Edition","","PlayStation 5","Physical (Unassigned)","NA","No","No","Owned","Finished","","","","","","","","Purchase","","","6","8/27/2020","","2/10/2021","Action-adventure"
"Cook, Serve, Delicious!","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","10/9/2012","","3/17/2021","Simulation"
"Cosmic Express","","PC / Windows","Physical (Unassigned)","NA","No","No","Owned","Incomplete","","","","","","","","Purchase","","","","","","7/3/2019",""
"Crossing Souls","","PC / Windows","Physical (Unassigned)","NA","No","No","Owned","Incomplete","","","","","","","","Purchase","","","","","","7/3/2019","Action-adventure"
"Cultist Simulator","","PC / Windows","Physical (Unassigned)","NA","No","No","Owned","Incomplete","","","","","","","","Purchase","","","","5/31/2018","","7/3/2019","Simulation"
"Danganronpa 2: Goodbye Despair","","PlayStation 4","Physical (Unassigned)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","7/26/2012","3/14/2017","8/17/2017","Visual Novel"
"Danganronpa: Trigger Happy Havoc","","PlayStation 4","Physical (Unassigned)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","8","11/25/2010","3/14/2017","8/17/2017","Visual Novel"
"The Dark Pictures Anthology: Little Hope","","PlayStation 5","Physical (Unassigned)","NA","No","No","Owned","Finished","","","","","","","","Purchase","","","8","10/30/2020","","9/16/2021","Survival Horror"
"Dark Souls","","Xbox 360","Physical (Unassigned)","NA","No","No","Owned","Incomplete","$10.30","","","","","","","Purchase","","","","9/22/2011","10/4/2011","5/29/2017","Action RPG"
"Darksiders: Warmastered Edition","","PC / Windows","Physical (Unassigned)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","11/22/2016","","7/3/2019","Action-adventure"
"Dead Space (2008)","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","10/13/2008","","3/17/2021","Survival Horror"
"Dead Space (2008)","","PC / Windows","Physical (Unassigned)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","10/13/2008","10/20/2008","6/28/2020","Survival Horror"
"Dead Space (2008)","","Xbox 360","Physical (Unassigned)","NA","No","Yes","Owned","Incomplete","$6.00","","","","","","","Purchase","","","","10/13/2008","10/13/2008","5/29/2017","Survival Horror"
"Dead Space 2","","PlayStation 3","Physical (Unassigned)","NA","No","Yes","Owned","Incomplete","$9.99","","","","","","","Purchase","","","","1/25/2011","1/25/2011","7/24/2017","Survival Horror"
"Deadlight Director’s Cut","","PC / Windows","Physical (Unassigned)","NA","No","No","Owned","Incomplete","","","","","","","","Purchase","","","","6/21/2016","","8/15/2017","Cinematic-platform"
"Dear Esther: Landmark Edition","","PC / Windows","Physical (Unassigned)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","9/19/2016","","7/3/2019","Graphic Adventure"
"Death Squared","","PC / Windows","Physical (Unassigned)","NA","No","No","Owned","Incomplete","","","","","","","","Purchase","","","","3/14/2017","","7/3/2019","Puzzle"
"Death Stranding","","PlayStation 4","Physical (Unassigned)","NA","No","Yes","Owned","Incomplete","$10.68","","","","","","","Purchase","","","","11/8/2019","11/8/2019","1/20/2020","Action"
"Deponia Doomsday","","PC / Windows","Physical (Unassigned)","NA","No","No","Owned","Incomplete","","","","","","","","Purchase","","","","3/1/2016","","7/3/2019","Graphic Adventure"
"Destiny (2014)","","PlayStation 4","Physical (Unassigned)","NA","No","No","Owned","Finished","$4.00","","","","","","","Purchase","","","","9/9/2014","9/9/2014","7/24/2017","First-person Shooter"
"Destiny (2014)","","PlayStation 4","Physical (Unassigned)","NA","No","No","Owned","Incomplete","","","","","","","","Purchase","","","","9/9/2014","9/9/2014","7/30/2017","First-person Shooter"
"Destiny 2","","PlayStation 4","Physical (Unassigned)","NA","No","No","Owned","Finished","$4.74","","","","","","","Purchase","","","7","9/6/2017","9/6/2017","7/31/2018","First-person Shooter"
"Destiny: House of Wolves","","PlayStation 4","Physical (Unassigned)","NA","No","No","Owned","Finished","","","","","","","","Purchase","","","","","","7/30/2017",""
"Destiny: Rise of Iron","","PlayStation 4","Physical (Unassigned)","NA","No","No","Owned","Finished","","","","","","","","Purchase","","","6","9/20/2016","","7/30/2017","First-person Shooter"
"Destiny: The Collection","","PlayStation 4","Physical (Unassigned)","NA","No","No","Owned","Incomplete","$6.73","","","","","","","Purchase","","","","","","7/30/2017","Compilation"
"Destiny: The Dark Below","","PlayStation 4","Physical (Unassigned)","NA","No","No","Owned","Finished","","","","","","","","Purchase","","","","","","7/30/2017",""
"Destiny: The Taken King","","PlayStation 4","Physical (Unassigned)","NA","No","No","Owned","Finished","","","","","","","","Purchase","","","","9/1/2015","","7/30/2017","First-person Shooter"
"Deus Ex: Human Revolution","","Xbox 360","Physical (Unassigned)","NA","No","Yes","Owned","Incomplete","$5.99","","","","","","","Purchase","","","","8/23/2011","8/23/2011","5/29/2017","Action RPG"
"Deus Ex: Mankind Divided","","PlayStation 4","Physical (Unassigned)","NA","Yes","Yes","Owned","Incomplete","$5.83","","","","","","","Purchase","","","","8/23/2016","","2/7/2018","Action RPG"
"Deus Ex: The Fall","","Mobile (Android)","Physical (Unassigned)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","3/17/2014","","5/29/2017",""
"Dishonored","","Xbox 360","Physical (Unassigned)","NA","No","Yes","Owned","Incomplete","$4.58","","","","","","","Purchase","","","","10/9/2012","10/9/2012","5/29/2017","Action-adventure"
"Dissidia: Final Fantasy - Opera Omnia","","Mobile (Android)","Physical (Unassigned)","NA","No","No","Owned","Incomplete","","","","","","","","Purchase","","","","","","2/14/2018",""
"Divinity II: Developer's Cut","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","10/18/2012","","5/29/2017","Compilation"
"Divinity II: Ego Draconis","","PC / Windows","Digital (Steam)","NA","No","No","Owned","Incomplete","","","","","","","","Purchase","","","","1/5/2009","","5/29/2017","Action RPG"
"Divinity II: Flames of Vengeance","","PC / Windows","Digital (Steam)","NA","No","No","Owned","Incomplete","","","","","","","","Purchase","","","","7/30/2010","","5/29/2017","RPG"
"Divinity: Original Sin","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","6/30/2014","","3/17/2021","RPG"
"Divinity: Original Sin - Enhanced Edition","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","10/27/2015","","3/17/2021","RPG"
"Divinity: Original Sin - Enhanced Edition","","PlayStation 5","Physical (Unassigned)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","10/27/2015","","4/6/2022","RPG"
"Divinity: Original Sin II","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","9/15/2016","","3/17/2021","RPG"
"Divinity: Original Sin II - Definitive Edition","","PC / Windows","Physical (Unassigned)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","8/31/2018","","6/21/2020","RPG"
"DmC: Devil May Cry","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","1/15/2013","","3/17/2021","Action-adventure"
"DmC: Devil May Cry","","PC / Windows","Physical (Unassigned)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","1/15/2013","","7/12/2017","Action-adventure"
"Doki Doki Literature Club!","","PC / Windows","Physical (Unassigned)","NA","No","No","Owned","Finished","","","","","","","","Purchase","","","8","9/22/2017","","12/6/2017","Visual Novel"
"DOOM (2016)","","PC / Windows","Physical (Unassigned)","NA","No","No","Owned","Finished","","","","","","","","Purchase","","","","5/13/2016","5/13/2016","7/23/2017","First-person Shooter"
"DOOM (2016)","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","5/13/2016","","3/17/2021","First-person Shooter"
"Downwell","","PC / Windows","Physical (Unassigned)","NA","No","No","Owned","Incomplete","","","","","","","","Purchase","","","","","","7/3/2019","Platformer"
"Dragon Age II","","Xbox 360","Physical (Unassigned)","NA","No","Yes","Owned","Incomplete","$6.94","","","","","","","Purchase","","","","3/8/2011","3/8/2011","5/29/2017","RPG"
"Dragon Age: Inquisition","","PlayStation 4","Physical (Unassigned)","NA","No","Yes","Owned","Incomplete","$8.07","","","","","","","Purchase","","","","11/18/2014","11/18/2014","6/13/2017","RPG"
"Dragon Age: Origins","","Xbox 360","Physical (Unassigned)","NA","Yes","No","Owned","Finished","$4.42","","","","","","","Purchase","","","7","11/3/2009","11/3/2009","5/29/2017","RPG"
"Dragon Age: Origins - Awakening","","Xbox 360","Physical (Unassigned)","NA","No","No","Owned","Finished","$3.79","","","","","","","Purchase","","","6","3/16/2010","3/16/2010","5/29/2017","RPG"
"Dragon Quest II: Luminaries of the Legendary Line","","Mobile (Android)","Physical (Unassigned)","NA","No","No","Owned","Finished","","","","","","","","Purchase","","","7","February 1988","","9/18/2017","JRPG"
"Dragon Quest III: The Seeds of Salvation","","Mobile (Android)","Physical (Unassigned)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","12/6/1996","","6/16/2018","JRPG"
"Dragon Quest VIII: Journey of the Cursed King (2005)","","Mobile (Android)","Physical (Unassigned)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","11/27/2004","","5/29/2017","JRPG"
"Dreamfall Chapters: The Longest Journey","","PC / Windows","Digital (Steam)","NA","No","No","Owned","Finished","","","","","","","","Purchase","","","9","","","5/29/2017","Graphic Adventure"
"Dreamfall: The Longest Journey","","PC / Windows","Digital (Steam)","NA","No","No","Owned","Finished","","","","","","","","Purchase","","","8","4/17/2006","","5/29/2017","Graphic Adventure"
"Dub Wars","","PC / Windows","Physical (Unassigned)","NA","No","No","Owned","Incomplete","","","","","","","","Purchase","","","","7/19/2016","","7/3/2019","Rhythm"
"Dungeon Defenders II","","PC / Windows","Physical (Unassigned)","NA","No","No","Owned","Incomplete","","","","","","","","Purchase","","","","","","8/5/2017","Tower Defense"
"Dungeons & Dragons Online","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","2/28/2006","","3/17/2021","RPG"
"Edge Of Eternity","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","6/8/2021","","3/17/2021",""
"Elden Ring","","PlayStation 5","Physical (Unassigned)","NA","No","Yes","Owned","Incomplete","$21.49","","","","","","","Purchase","","","9","2/24/2022","2/25/2022","4/6/2022","Action RPG"
"The Elder Scrolls Online","","PlayStation 4","Physical (Unassigned)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","4/4/2014","","5/17/2018","RPG"
"The Elder Scrolls Online: Morrowind","","PlayStation 4","Physical (Unassigned)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","5/22/2017","6/6/2017","5/17/2018","RPG"
"The Elder Scrolls Online: Summerset","","PlayStation 4","Physical (Unassigned)","NA","No","Yes","Owned","Incomplete","$4.89","","","","","","","Purchase","","","","6/5/2018","6/5/2018","5/17/2018",""
"The Escapists","","PC / Windows","Physical (Unassigned)","NA","No","No","Owned","Incomplete","","","","","","","","Purchase","","","","7/9/2014","","7/3/2019",""
"The Evil Within","","PC / Windows","Physical (Unassigned)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","10/13/2014","10/14/2014","8/25/2017","Survival Horror"
"The Evil Within","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","10/13/2014","","3/17/2021","Survival Horror"
"Fallout 3","","Xbox 360","Physical (Unassigned)","NA","No","No","Owned","Incomplete","$5.73","","","","","","","Purchase","","","","10/28/2008","10/28/2008","5/29/2017","RPG"
"Far Cry","","PC / Windows","Physical (Unassigned)","NA","No","No","Owned","Incomplete","","","","","","","","Purchase","","","","3/23/2004","3/23/2004","12/7/2018","First-person Shooter"
"Far Cry","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","3/23/2004","4/1/2008","3/17/2021","First-person Shooter"
"Far Cry 2","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","10/21/2008","","3/17/2021","First-person Shooter"
"Far Cry 2","","PC / Windows","Physical (Unassigned)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","10/21/2008","10/21/2008","12/7/2018","First-person Shooter"
"Far Cry 3","","PC / Windows","Physical (Unassigned)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","11/30/2012","12/4/2012","12/7/2018","First-person Shooter"
"Far Cry 3","","PlayStation 3","Physical (Unassigned)","NA","No","No","Owned","Incomplete","$5.99","","","","","","","Purchase","","","","11/30/2012","12/4/2012","8/30/2017","First-person Shooter"
"Far Cry 4","","PlayStation 4","Physical (Unassigned)","NA","No","Yes","Owned","Incomplete","$7.42","","","","","","","Purchase","","","","11/18/2014","11/18/2014","8/30/2017","First-person Shooter"
"Far Cry Primal","","PlayStation 4","Physical (Unassigned)","NA","No","Yes","Owned","Incomplete","$7.58","","","","","","","Purchase","","","","2/23/2016","2/23/2016","8/30/2017","First-person Shooter"
"Fatal Fury Special","","PC / Windows","Physical (Unassigned)","NA","No","No","Owned","Incomplete","","","","","","","","Purchase","","","","9/16/1993","","7/3/2019","Fighting"
"Fate/Grand Order","","Mobile (Android)","Physical (Unassigned)","NA","No","No","Owned","Incomplete","","","","","","","","Purchase","","","","","","7/10/2017",""
"FIFA 19","","PlayStation 4","Physical (Unassigned)","NA","No","No","Owned","Finished","$7.20","","","","","","","Purchase","","","6","","","10/7/2018","Sports (Soccer)"
"FIFA 21","","PlayStation 5","Physical (Unassigned)","NA","No","No","Owned","Finished","","","","","","","","Purchase","","","","","","1/5/2021","Sports (Soccer)"
"Final Fantasy IX","","PC / Windows","Physical (Unassigned)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","7/7/2000","","12/25/2018","JRPG"
"Final Fantasy IX","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","7/7/2000","4/14/2016","3/17/2021","JRPG"
"Final Fantasy IX","","PlayStation","Physical (Unassigned)","NA","No","No","Owned","Incomplete","$14.28","","","","","","","Purchase","","","","7/7/2000","11/13/2000","5/5/2017","JRPG"
"Final Fantasy Tactics: The War of the Lions","","Mobile (Android)","Physical (Unassigned)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","5/10/2007","","6/30/2017","Tactical RPG"
"Final Fantasy Type-0 HD","","Xbox One","Physical (Unassigned)","NA","Yes","Yes","Owned","Incomplete","$7.40","","","","","","","Purchase","","","","3/17/2015","3/17/2015","5/5/2017","Action RPG"
"Final Fantasy VII","","PlayStation","Physical (Unassigned)","NA","Yes","No","Owned","Incomplete","$27.27","","","","","","","Purchase","","","9","1/31/1997","9/7/1997","5/5/2017","JRPG"
"Final Fantasy VII","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","9","1/31/1997","","3/17/2021","JRPG"
"Final Fantasy VII","","PC / Windows","Physical (Unassigned)","NA","No","No","Owned","Finished","","","","","","","","Purchase","","","9","1/31/1997","5/31/1998","11/28/2018","JRPG"
"Final Fantasy VIII","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","2/11/1999","12/5/2013","3/17/2021","JRPG"
"Final Fantasy VIII","","PlayStation","Physical (Unassigned)","NA","No","No","Owned","Incomplete","$14.99","","","","","","","Purchase","","","","2/11/1999","9/9/1999","5/5/2017","JRPG"
"Final Fantasy VIII","","PC / Windows","Physical (Unassigned)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","2/11/1999","1/25/2000","7/31/2018","JRPG"
"Final Fantasy VIII Remastered","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","8","9/3/2019","","3/17/2021","JRPG"
"Final Fantasy X","","PlayStation 4","Physical (Unassigned)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","7/19/2001","5/12/2015","12/25/2018","JRPG"
"Final Fantasy X","","PlayStation 2","Physical (Unassigned)","NA","No","No","Owned","Incomplete","$9.23","","","","","","","Purchase","","","","7/19/2001","12/17/2001","5/5/2017","JRPG"
"Final Fantasy X-2","","PlayStation 2","Physical (Unassigned)","NA","No","No","Owned","Incomplete","$6.99","","","","","","","Purchase","","","","3/13/2003","11/18/2003","5/5/2017","RPG"
"Final Fantasy X-2","","PlayStation 4","Physical (Unassigned)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","3/13/2003","5/12/2015","12/25/2018","RPG"
"Final Fantasy X/X-2 HD Remaster","","PlayStation 4","Physical (Unassigned)","NA","No","Yes","Owned","Incomplete","$12.74","","","","","","","Purchase","","","","12/26/2013","5/12/2015","12/25/2018","Compilation"
"Final Fantasy XI","","PC / Windows","Physical (Unassigned)","NA","No","No","Owned","Finished","","","","","","","","Purchase","","","6","5/16/2002","10/28/2003","5/20/2019","JRPG"
"Final Fantasy XI: Chains of Promathia","","PC / Windows","Physical (Unassigned)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","9/16/2004","9/21/2004","5/20/2019","JRPG"
"Final Fantasy XI: Rhapsodies of Vana'diel","","PC / Windows","Physical (Unassigned)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","","","5/23/2019",""
"Final Fantasy XI: Rise of the Zilart","","PC / Windows","Physical (Unassigned)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","","","5/20/2019","RPG"
"Final Fantasy XI: Seekers of Adoulin","","PC / Windows","Physical (Unassigned)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","","","5/20/2019","RPG"
"Final Fantasy XI: Treasures of Aht Urhgan","","PC / Windows","Physical (Unassigned)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","4/18/2006","4/18/2006","5/20/2019","JRPG"
"Final Fantasy XI: Ultimate Collection - Seekers Edition","","PC / Windows","Physical (Unassigned)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","3/26/2013","","5/20/2019","Compilation"
"Final Fantasy XI: Wings of the Goddess","","PC / Windows","Physical (Unassigned)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","11/20/2007","11/21/2007","5/20/2019","JRPG"
"Final Fantasy XII","","PlayStation 2","Physical (Unassigned)","NA","No","Yes","Owned","Incomplete","$7.59","","","","","","","Purchase","","","","3/16/2006","10/31/2006","5/5/2017","JRPG"
"Final Fantasy XIII","","Xbox 360","Physical (Unassigned)","NA","No","No","Owned","Incomplete","$7.74","","","","","","","Purchase","","","8","12/17/2009","3/9/2010","5/5/2017","JRPG"
"Final Fantasy XIII","","PC / Windows","Physical (Unassigned)","NA","No","No","Owned","Finished","","","","","","","","Purchase","","","8","12/17/2009","","7/31/2018","JRPG"
"Final Fantasy XIII","","PC / Windows","Digital (Steam)","NA","No","No","Owned","Finished","","","","","","","","Purchase","","","8","12/17/2009","10/9/2014","3/17/2021","JRPG"
"Final Fantasy XIII-2","","PC / Windows","Digital (Steam)","NA","No","No","Owned","Finished","","","","","","","","Purchase","","","7","12/15/2011","12/11/2014","3/17/2021","RPG"
"Final Fantasy XIII-2","","PC / Windows","Physical (Unassigned)","NA","No","No","Owned","Finished","","","","","","","","Purchase","","","7","12/15/2011","","7/31/2018","RPG"
"Final Fantasy XIII-2","","Xbox 360","Physical (Unassigned)","NA","No","No","Owned","Incomplete","$10.06","","","","","","","Purchase","","","7","12/15/2011","1/31/2012","5/5/2017","RPG"
"Final Fantasy XIV: A Realm Reborn","","PC / Windows","Physical (Unassigned)","NA","No","No","Owned","Finished","","","","","","","","Purchase","","","9","8/22/2013","8/27/2013","12/3/2017","JRPG"
"Final Fantasy XIV: Heavensward","","PC / Windows","Physical (Unassigned)","NA","No","No","Owned","Finished","","","","","","","","Purchase","","","9","6/23/2015","6/23/2015","5/5/2017","JRPG"
"Final Fantasy XIV: Shadowbringers","","PC / Windows","Physical (Unassigned)","NA","No","No","Owned","Finished","","","","","","","","Purchase","","","9","7/2/2019","","12/24/2019","JRPG"
"Final Fantasy XIV: Stormblood","","PC / Windows","Physical (Unassigned)","NA","No","No","Owned","Finished","","","","","","","","Purchase","","","8","6/20/2017","6/20/2017","6/30/2017","JRPG"
"Final Fantasy XV","","PlayStation 4","Physical (Unassigned)","NA","No","No","Owned","Completionated","","","","","","","","Purchase","","","10","11/29/2016","","5/5/2017","Action RPG"
"Final Fantasy XV: Comrades","","PlayStation 4","Physical (Unassigned)","NA","No","No","Owned","Finished","","","","","","","","Purchase","","","8","12/15/2017","","12/13/2017","RPG"
"Final Fantasy XV: Episode Ardyn","","PlayStation 4","Physical (Unassigned)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","7","3/26/2019","","12/2/2019","Action RPG"
"Final Fantasy XV: Episode Gladiolus","","PlayStation 4","Physical (Unassigned)","NA","No","No","Owned","Finished","","","","","","","","Purchase","","","8","3/28/2017","","12/13/2017","Action RPG"
"Final Fantasy XV: Episode Ignis","","PlayStation 4","Physical (Unassigned)","NA","No","No","Owned","Finished","","","","","","","","Purchase","","","9","12/13/2017","","12/13/2017","Action RPG"
"Final Fantasy XV: Episode Prompto","","PlayStation 4","Physical (Unassigned)","NA","No","No","Owned","Finished","","","","","","","","Purchase","","","7","6/27/2017","","12/13/2017","Action RPG"
"Final Fantasy XV: Pocket Edition","","Nintendo Switch","Physical (Unassigned)","NA","No","No","Owned","Finished","","","","","","","","Purchase","","","8","","","12/3/2018",""
"Finding Paradise","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","10","12/14/2017","","3/17/2021","Graphic Adventure"
"Fire Emblem: Three Houses","","Nintendo Switch","Physical (Unassigned)","NA","No","No","Owned","Finished","$39.99","","","","","","","Purchase","","","8","7/26/2019","7/26/2019","9/16/2021","Tactical RPG"
"Firewatch","","PC / Windows","Physical (Unassigned)","NA","No","No","Owned","Finished","","","","","","","","Purchase","","","8","2/9/2016","","6/8/2017","Graphic Adventure"
"The Flame in the Flood","","PC / Windows","Physical (Unassigned)","NA","No","No","Owned","Incomplete","","","","","","","","Purchase","","","","2/24/2016","","7/3/2019","Graphic Adventure"
"For The King","","PC / Windows","Physical (Unassigned)","NA","No","No","Owned","Incomplete","","","","","","","","Purchase","","","","2/28/2017","","7/3/2019","Tactical RPG"
"Game of Thrones: A Telltale Game Series","","Xbox One","Physical (Unassigned)","NA","No","No","Owned","Finished","$19.13","","","","","","","Purchase","","","","12/3/2014","11/17/2015","8/16/2017","Compilation"
"Game of Thrones: Episode 1 - Iron From Ice","","Xbox One","Physical (Unassigned)","NA","No","No","Owned","Incomplete","","","","","","","","Purchase","","","","12/2/2014","","8/16/2017","Graphic Adventure"
"Game of Thrones: Episode 2 - The Lost Lords","","Xbox One","Physical (Unassigned)","NA","No","No","Owned","Incomplete","","","","","","","","Purchase","","","","2/3/2015","","8/16/2017","Graphic Adventure"
"Game of Thrones: Episode 3 - The Sword in the Darkness","","Xbox One","Physical (Unassigned)","NA","No","No","Owned","Incomplete","","","","","","","","Purchase","","","","","","8/16/2017","Graphic Adventure"
"Game of Thrones: Episode 4 - Sons of Winter","","Xbox One","Physical (Unassigned)","NA","No","No","Owned","Incomplete","","","","","","","","Purchase","","","","","","8/16/2017","Graphic Adventure"
"Game of Thrones: Episode 5 - A Nest of Vipers","","Xbox One","Physical (Unassigned)","NA","No","No","Owned","Incomplete","","","","","","","","Purchase","","","","","","8/16/2017","Graphic Adventure"
"Game of Thrones: Episode 6 - The Ice Dragon","","Xbox One","Physical (Unassigned)","NA","No","No","Owned","Incomplete","","","","","","","","Purchase","","","","","","8/16/2017","Graphic Adventure"
"Garfield Kart","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","11/7/2013","","3/17/2021","Racing"
"Gears of War","","Xbox 360","Physical (Unassigned)","NA","No","No","Owned","Finished","$4.64","","","","","","","Purchase","","","4","11/7/2006","11/7/2006","5/29/2017","Third-person Shooter"
"Gears of War 2","","Xbox 360","Physical (Unassigned)","NA","No","No","Owned","Finished","$5.64","","","","","","","Purchase","","","5","11/7/2008","11/7/2008","7/2/2019","Third-person Shooter"
"Gears of War 3","","Xbox 360","Physical (Unassigned)","NA","No","No","Owned","Finished","$4.40","","","","","","","Purchase","","","6","9/20/2011","9/20/2011","5/29/2017","Third-person Shooter"
"Gears of War: Judgment","","Xbox 360","Physical (Unassigned)","NA","No","Yes","Owned","Incomplete","$8.72","","","","","","","Purchase","","","","3/19/2013","3/19/2013","7/2/2019","Third-person Shooter"
"Genshin Impact","","PC / Windows","Physical (Unassigned)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","9/27/2020","","10/2/2020","Action RPG"
"Ghost of Tsushima","","PlayStation 4","Physical (Unassigned)","NA","No","No","Owned","Finished","$16.02","","","","","","","Purchase","","","9","7/17/2020","7/17/2020","7/14/2020","Action-adventure"
"Ghost of Tsushima: Director's Cut","","PlayStation 5","Physical (Unassigned)","NA","No","Yes","Owned","Incomplete","$29.99","","","","","","","Purchase","","","7","8/20/2021","8/20/2021","9/15/2021","Action-adventure"
"GhostWire: Tokyo","","PlayStation 5","Physical (Unassigned)","NA","No","No","Owned","Finished","$17.36","","","","","","","Purchase","","","7","3/22/2022","3/25/2022","4/6/2022","Action-adventure"
"God of War (2005)","","PlayStation 2","Physical (Unassigned)","NA","No","No","Owned","Incomplete","$12.29","","","","","","","Purchase","","","7","3/22/2005","3/22/2005","5/29/2017","Hack and Slash (Action)"
"God of War (2018)","","PlayStation 4","Physical (Unassigned)","NA","No","No","Owned","Finished","$12.65","","","","","","","Purchase","","","10","4/20/2018","4/20/2018","6/8/2018","Hack and Slash (Action)"
"God of War II","","PlayStation 3","Physical (Unassigned)","NA","No","No","Owned","Finished","","","","","","","","Purchase","","","8","3/13/2007","","5/29/2017","Hack and Slash (Action)"
