"Name","Edition","Platform","Format","Region","Now Playing","Backlogged","Ownership Status","Progress Status","Est. Value","Amt. Paid","Tags","Box/Case","Cart/Disc","Manual","Extras","Acquisition Type","Acquisition Source","Acquisition Date","Rating","Initial Release Date","Item Release Date","Added On","Genre"
"(the) Gnorp Apologue","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","","","2025-01-30","Action Strategy"
".hack//G.U. Last Recode","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","11/1/2017","","2022-01-13","Compilation"
".hack//G.U. Vol. 1: Rebirth","","PlayStation 2","Physical (Unassigned)","NA","No","No","Owned","Incomplete","","","","","","","","Purchase","","","","5/18/2006","10/24/2006","2017-04-26","Action RPG"
".hack//G.U. Vol. 1: Rebirth","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","5/18/2006","","2022-01-13","Action RPG"
".hack//G.U. Vol. 2: Reminisce","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","9/28/2006","","2022-01-13","Action RPG"
".hack//G.U. Vol. 2: Reminisce","","PlayStation 2","Physical (Unassigned)","NA","No","No","Owned","Incomplete","","","","","","","","Purchase","","","","9/28/2006","5/8/2007","2017-04-26","Action RPG"
".hack//G.U. Vol. 3: Redemption","","PlayStation 2","Physical (Unassigned)","NA","No","No","Owned","Incomplete","","","","","","","","Purchase","","","","1/18/2007","9/8/2007","2017-04-26","Action RPG"
".hack//G.U. Vol. 3: Redemption","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","1/18/2007","","2022-01-13","Action RPG"
".hack//G.U. Vol. 4: Reconnection","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","11/1/2017","11/3/2017","2022-01-13","Action RPG"
".hack//Infection","","PlayStation 2","Physical (Unassigned)","NA","No","No","Owned","Completionated","","","","","","","","Purchase","","","","6/20/2002","2/11/2003","2017-05-19","JRPG"
".hack//Mutation","","PlayStation 2","Physical (Unassigned)","NA","No","No","Owned","Finished","","","","","","","","Purchase","","","","9/19/2002","5/6/2003","2017-05-19","JRPG"
".hack//Outbreak","","PlayStation 2","Physical (Unassigned)","NA","No","No","Owned","Incomplete","","","","","","","","Purchase","","","","12/12/2002","9/9/2003","2017-04-26","JRPG"
".hack//Quarantine","","PlayStation 2","Physical (Unassigned)","NA","No","No","Owned","Incomplete","","","","","","","","Purchase","","","","4/10/2003","1/14/2004","2017-04-26","JRPG"
"100% Orange Juice","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","8/14/2009","","2022-01-13","Board Game"
"10000000","","PC / Windows","Digital (Steam)","NA","No","No","Owned","Finished","","","","","","","","Purchase","","","","7/25/2012","","2017-04-26","Puzzle"
"12 Is Better Than 6","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","11/20/2015","","2026-02-01","Top-down Shooter"
"1954 Alcatraz","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","1/24/2014","","2017-04-26","Graphic Adventure"
"20 Minutes Till Dawn","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","6/7/2022","","2025-02-14","Top-down Shooter"
"2024: Mosaic Retrospective","","PC / Windows","Digital (Steam)","NA","Yes","No","Owned","Completionated","","","","","","","","Purchase","","","10","","","2025-02-03",""
"20XX","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","8/16/2017","","2022-01-13","Platformer"
"3D Dot Game Heroes","","PlayStation 3","Physical (Unassigned)","NA","No","No","Owned","Finished","","","","","","","","Purchase","","","","11/5/2009","5/11/2010","2017-04-28","Action-adventure"
"7 Days to Die","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","12/13/2013","","2022-01-13","Survival Horror"
"911 Operator","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","2/24/2017","","2026-02-01","Simulation"
"999: Nine Hours, Nine Persons, Nine Doors","","Nintendo DS","Physical (Unassigned)","NA","No","No","Owned","Incomplete","","","","","","","","Purchase","","","","12/10/2009","11/16/2010","2017-04-28","Visual Novel"
"A Dance of Fire and Ice","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","1/25/2019","","2022-01-13","Rhythm"
"A Game About Digging A Hole","","PC / Windows","Digital (Steam)","NA","No","No","Owned","Finished","","","","","","","","Purchase","","","8","2/7/2025","","2025-02-19","Simulation"
"A Hat in Time","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","10/5/2017","10/5/2017","2019-01-22","Platformer"
"A Little to the Left","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","11/8/2022","","2026-02-01","Puzzle"
"A Musical Story","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","","","2026-02-01",""
"A New Beginning","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","10/8/2010","","2017-04-26","Graphic Adventure"
"A Sky Full of Stars","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","","","2026-02-01",""
"A Story About My Uncle","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","5/28/2014","5/28/2014","2019-01-22","Platformer"
"AaaaaAAaaaAAAaaAAAAaAAAAA!!! for the Awesome","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","11/23/2011","","2017-04-26","Action"
"Aaero","","PC / Windows","Digital (Steam)","NA","No","No","Owned","Finished","","","","","","","","Purchase","","","","4/11/2017","","2022-01-13","Rhythm"
"Acceleration of SUGURI 2","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","3/7/2018","","2019-01-22","Shoot 'em Up"
"Advance Wars","","Game Boy Advance","Physical (Unassigned)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","9/10/2001","9/10/2001","2017-04-28","Turn-based Tactics"
"Advance Wars 2: Black Hole Rising","","Game Boy Advance","Physical (Unassigned)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","6/23/2003","6/23/2003","2017-04-28","Turn-based Tactics"
"Advance Wars: Days of Ruin","","Nintendo DS","Physical (Unassigned)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","1/21/2008","1/21/2008","2017-04-28","Turn-based Tactics"
"AdVenture Capitalist","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","12/21/2014","","2025-01-30","Incremental Game"
"AER Memories of Old","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","10/25/2017","","2019-01-22","Action-adventure"
"Agarest: Generations of War","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","9/27/2007","10/4/2013","2017-04-26","Tactical RPG"
"Age of Empires II: HD Edition","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","4/9/2013","","2017-04-26","Real-time Strategy"
"Age of Empires III","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","10/18/2005","","2017-04-26","Real-time Strategy"
"Age of Empires III: Complete Collection","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","9/15/2009","","2017-04-26","Compilation"
"Age of Empires III: The Asian Dynasties","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","10/23/2007","","2017-04-26","Real-time Strategy"
"Age of Empires III: The War Chiefs","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","","","2017-04-26","Real-time Strategy"
"Alan Wake","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","5/14/2010","","2017-04-26","Action-adventure"
"Alice: Madness Returns","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","6/14/2011","","2017-04-26","Action-adventure"
"Along the Edge","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","10/12/2016","","2026-02-01","Visual Novel"
"American Truck Simulator","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","2/2/2016","","2022-01-13","Simulation"
"Amerzone: The Explorer's Legacy","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","10/18/1999","","2026-02-01","Graphic Adventure"
"Amnesia: A Machine for Pigs","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","9/10/2013","","2017-04-26","Survival Horror"
"Amnesia: The Dark Descent","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","9/8/2010","","2017-04-26","Survival Horror"
"Among Us","","PC / Windows","Digital (Steam)","NA","No","No","Owned","N/A","","","","","","","","Purchase","","","","6/15/2018","","2022-01-13","Party"
"Ampersat","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","5/6/2022","","2026-02-01","Action RPG"
"And Yet It Moves","","PC / Windows","Digital (Steam)","NA","No","No","Owned","Finished","","","","","","","","Purchase","","","","","","2017-04-26",""
"Animal Crossing: Amiibo Festival","","Wii U","Physical (Unassigned)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","11/13/2015","11/13/2015","2017-05-02","Board Game"
"Animal Crossing: Amiibo Festival Bundle","","Wii U","Physical (Unassigned)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","11/13/2015","11/13/2015","2017-05-02","Compilation"
"Animal Crossing: New Leaf","","Nintendo 3DS","Physical (Unassigned)","NA","No","No","Owned","N/A","","","","","","","","Purchase","","","","11/8/2012","6/9/2013","2017-04-28","Social Simulation"
"Animal Well","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","5/9/2024","","2025-01-30","Puzzle-platform"
"Anomaly Korea","","PC / Windows","Digital (Steam)","NA","No","No","Owned","Finished","","","","","","","","Purchase","","","8","11/6/2013","","2017-04-26","Tower Defense"
"Anomaly: Warzone Earth","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","4/8/2011","","2017-04-26","Tower Defense"
"Anomaly: Warzone Earth - Mobile Campaign","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","11/6/2013","","2017-04-26","Tower Defense"
"Another Crab's Treasure","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","4/25/2024","","2026-02-01","Action-adventure"
"Antichamber","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","1/31/2013","","2017-04-26","Puzzle"
"Antimatter Dimensions","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","","","2025-01-30",""
"Anuchard","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","","","2025-01-30",""
"Ar tonelico II: Melody of Metafalica","","PlayStation 2","Physical (Unassigned)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","10/25/2007","1/20/2009","2017-04-26","JRPG"
"Ar tonelico Qoga: Knell of Ar Ciel","","PlayStation 3","Physical (Unassigned)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","1/28/2010","3/15/2011","2017-04-26","JRPG"
"Ar tonelico: Melody of Elemia","","PlayStation 2","Physical (Unassigned)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","1/26/2006","2/6/2007","2017-04-26","JRPG"
"ARK: Survival Evolved","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","8/29/2017","","2025-01-30","Survival"
"ARK: Survival of the Fittest","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","4/11/2016","","2025-01-30","Survival"
"Armello","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","1/22/2015","","2019-01-22","Board Game"
"Ashes of the Singularity: Escalation","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","11/10/2016","","2019-01-22","Real-time Strategy"
"Aspire: Ina's Tale","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","12/17/2021","","2025-01-30","Puzzle-platform"
"Assassin's Creed II","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","11/17/2009","","2017-04-26","Action-adventure"
"Assassin's Creed: Brotherhood","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","11/16/2010","","2017-04-26","Action-adventure"
"Assassin's Creed: Director's Cut Edition","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","11/13/2007","4/9/2008","2017-04-26","Action-adventure"
"Assassin's Creed: Revelations","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","11/15/2011","","2017-04-26","Action-adventure"
"Astlibra: Revision","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","","","2026-02-01",""
"Astral Ascent","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","","","2025-01-30",""
"Astrea: Six-Sided Oracles","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","9/21/2023","","2025-01-30",""
"Atelier Escha & Logy: Alchemists of the Dusk Sky DX","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","12/25/2019","1/14/2020","2025-01-30","JRPG"
"Atelier Rorona Plus: The Alchemist of Arland","","PlayStation 3","Physical (Unassigned)","NA","No","No","Owned","Finished","","","","","","","","Purchase","","","","11/21/2013","6/24/2014","2017-04-28","JRPG"
"Atelier Ryza: Ever Darkness & the Secret Hideout","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","9/26/2019","10/29/2019","2026-02-01","JRPG"
"Atlyss","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","11/22/2024","","2025-01-30",""
"AtmaSphere","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","2/2/2018","","2026-02-01","Action"
"AudioSurf","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","2/15/2008","","2017-04-26","Rhythm"
"Autonauts","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","10/17/2019","","2022-01-13","Simulation"
"Avadon: The Black Fortress","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","2/28/2011","","2017-04-26","RPG"
"Aviary Attorney","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","12/21/2015","","2019-01-22","Graphic Adventure"
"AVSEQ","","PC / Windows","Digital (Steam)","NA","No","No","Owned","Finished","","","","","","","","Purchase","","","","8/23/2012","","2017-04-26","Puzzle"
"Azure Striker Gunvolt","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","","","2025-01-30",""
"Baba Is You","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","3/13/2019","","2025-01-30","Puzzle"
"Balatro","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","2/20/2024","","2025-01-30","Card Game"
"Baldur's Gate","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","11/30/1998","","2025-01-30","RPG"
"Baldur's Gate III","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","10/6/2020","","2025-01-30","RPG"
"Baldur's Gate: Enhanced Edition","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","11/22/2012","","2025-01-30","Compilation"
"Baldur's Gate: Tales of the Sword Coast","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","5/4/1999","","2025-01-30","RPG"
"BALL x PIT","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","10/15/2025","","2026-02-01","Action Strategy"
"Bastion","","PC / Windows","Digital (Steam)","NA","No","No","Owned","Finished","","","","","","","","Purchase","","","","7/20/2011","","2017-04-26","Action RPG"
"Baten Kaitos I & II HD Remaster","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","6/17/2024","","2025-01-30","Compilation"
"Batman: Arkham Asylum - Game of the Year Edition","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","3/26/2010","","2017-04-26","Action-adventure"
"Batman: Arkham City","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","10/18/2011","","2017-04-26","Action-adventure"
"Batman: Arkham City - Catwoman Bundle Pack","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","10/18/2011","","2017-04-26","Action-adventure"
"Batman: Arkham City - Challenge Map Pack","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","12/20/2011","","2017-04-26","Action-adventure"
"Batman: Arkham City - Game of the Year Edition","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","5/29/2012","","2017-04-26","Compilation"
"Batman: Arkham City - Harley Quinn's Revenge","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","5/29/2012","","2017-04-26","Action-adventure"
"Batman: Arkham City - Nightwing Bundle Pack","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","11/1/2011","","2017-04-26","Action-adventure"
"Batman: Arkham City - Robin Bundle Pack","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","11/22/2011","","2017-04-26","Action-adventure"
"Battle Chef Brigade","","PC / Windows","Digital (Steam)","NA","No","No","Owned","Finished","","","","","","","","Purchase","","","7","11/20/2017","","2022-01-13",""
"BattleBlock Theater","","PC / Windows","Digital (Steam)","NA","No","No","Owned","Finished","","","","","","","","Purchase","","","","5/5/2014","","2017-04-26","Platformer"
"Battlestar Galactica Deadlock","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","8/31/2017","","2026-02-01","Tactical RPG"
"Bayonetta","","Nintendo Switch","Digital (Nintendo eShop)","NA","Yes","No","Owned","Finished","","","","","","","","Purchase","","","8","10/29/2009","2/16/2018","2022-01-18","Hack and Slash (Action)"
"Bear With Me - Collector's Edition","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","3/2/2018","","2019-01-22","Graphic Adventure"
"Beat Hazard","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","10/28/2009","","2017-04-26","Shoot 'em Up"
"Beep","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","5/6/2011","","2017-04-26","Platformer"
"Before the Echo","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","4/5/2011","","2017-04-26","Rhythm"
"Before We Leave","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","5/8/2020","5/8/2020","2025-01-30","City-builder"
"Bejeweled 3","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","2009","","2017-04-26","Puzzle"
"Beltmatic","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","3/29/2024","","2025-02-14","Miscellaneous (General)"
"Beyond: Two Souls","","PlayStation 3","Physical (Unassigned)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","10/8/2013","10/8/2013","2017-04-28","Action-adventure"
"Billion Road","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","","","2025-02-14","Board Game"
"The Binding of Isaac","","PC / Windows","Digital (Steam)","NA","No","No","Owned","Finished","","","","","","","","Purchase","","","","9/28/2011","","2017-04-26","Multidirectional Shooter"
"The Binding of Isaac: Afterbirth+","","Nintendo Switch","Physical (Unassigned)","NA","Yes","Yes","Owned","Finished","","","","","","","","Purchase","","","","3/17/2017","3/17/2017","2017-04-26","Multidirectional Shooter"
"The Binding of Isaac: Rebirth","","PC / Windows","Digital (Steam)","NA","No","No","Owned","Finished","","","","","","","","Purchase","","","","11/4/2014","","2017-04-26","Multidirectional Shooter"
"BioShock","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","8/21/2007","","2017-04-26","First-person Shooter"
"BioShock 2","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","2/9/2010","","2017-04-26","First-person Shooter"
"BioShock 2: Remastered","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","9/12/2016","","2017-04-26","First-person Shooter"
"BioShock Infinite","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","3/26/2013","","2017-04-26","First-person Shooter"
"BioShock: Remastered","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","9/12/2016","","2017-04-26","First-person Shooter"
"Biped","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","3/26/2020","","2026-02-01","Puzzle-platform"
"Bit Blaster XL","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","1/22/2016","","2017-04-26","Shoot 'em Up"
"Bit.Trip Beat","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","3/16/2009","","2017-04-26","Rhythm"
"Bit.Trip Beat","","Nintendo 3DS","Physical (Unassigned)","NA","No","No","Owned","Incomplete","","","","","","","","Purchase","","","","3/16/2009","9/13/2011","2017-04-28","Rhythm"
"Bit.Trip Core","","Nintendo 3DS","Physical (Unassigned)","NA","No","No","Owned","Incomplete","","","","","","","","Purchase","","","","7/6/2009","9/13/2011","2017-04-28","Rhythm"
"Bit.Trip Fate","","Nintendo 3DS","Physical (Unassigned)","NA","No","No","Owned","Incomplete","","","","","","","","Purchase","","","","5/30/2016","","2017-04-28","Rhythm"
"Bit.Trip Fate","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","5/30/2016","","2017-04-26","Rhythm"
"Bit.Trip Flux","","Nintendo 3DS","Physical (Unassigned)","NA","No","No","Owned","Incomplete","","","","","","","","Purchase","","","","5/30/2016","","2017-04-28","Rhythm"
"Bit.Trip Presents... Runner2: Future Legend of Rhythm Alien","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","2/26/2013","","2017-04-26","Platformer"
"Bit.Trip Runner","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","5/14/2010","","2017-04-26","Platformer"
"Bit.Trip Runner","","Nintendo 3DS","Physical (Unassigned)","NA","No","No","Owned","Incomplete","","","","","","","","Purchase","","","","5/14/2010","","2017-04-28","Platformer"
"Bit.Trip Saga","","Nintendo 3DS","Physical (Unassigned)","NA","No","No","Owned","Incomplete","","","","","","","","Purchase","","","","","","2017-04-28","Compilation"
"Bit.Trip Void","","Nintendo 3DS","Physical (Unassigned)","NA","No","No","Owned","Incomplete","","","","","","","","Purchase","","","","5/30/2016","","2017-04-28","Rhythm"
"Black Desert Online","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","3/3/2016","","2025-01-30","Action RPG"
"Black Mesa","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","3/6/2020","","2017-04-26","First-person Shooter"
"Black The Fall","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","7/11/2017","7/11/2017","2019-01-22","Cinematic-platform"
"Blackwake","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","","","2019-01-22",""
"Blasphemous 2","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","8/24/2023","","2026-02-01","Action-adventure"
"Blaster Master Zero","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","3/3/2017","","2025-01-30","Platform-adventure"
"Blaster Master Zero II","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","3/20/2019","","2025-01-30","Platform-adventure"
"Blaster Master Zero III","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","","","2025-01-30",""
"BlazBlue: Chronophantasma Extend","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","10/9/2014","","2019-01-22","Fighting"
"Bleed","","PC / Windows","Digital (Steam)","NA","No","No","Owned","Finished","","","","","","","","Purchase","","","","7/3/2011","","2017-04-26","Platformer"
"Blitz Breaker","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","","","2017-04-26",""
"Blocks That Matter","","PC / Windows","Digital (Steam)","NA","No","No","Owned","Finished","","","","","","","","Purchase","","","","","","2017-04-26",""
"Blood And Zombies","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","","","2025-01-30","First-person Shooter"
"Bloodstained: Curse of the Moon","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","5/24/2018","","2025-01-30","Platformer"
"Bloodstained: Ritual of the Night","","PC / Windows","Digital (Steam)","NA","No","Yes","Owned","Incomplete","","","","","","","","Purchase","","","","6/17/2019","","2022-01-13","Platform-adventure"
